#Nome_da_Administradora;CNPJ_da_Administradora;Data_base;Código_do_grupo;Código_do_segmento;Número_da_assembléia_geral_ordinária;Valor_médio_do_bem;Índice_de_correção;Taxa_de_administração;Prazo_do_grupo_em_meses;Quantidade_de_cotas_ativas_em_dia;Quantidade_de_cotas_ativas_contempladas_inadimplentes;Quantidade_de_cotas_ativas_não_contempladas_inadimplentes;Quantidade_de_cotas_ativas_contempladas_no_mês;Quantidade_de_cotas_excluídas;Quantidade_de_cotas_ativas_quitadas;Quantidade_de_cotas_ativas_com_crédito_pendente_de_utilização
BB CONSÓRCIOS                                               ;06043050;202507;01699;1;15;154540,10;3;29,76952;240;700;6;307;1;643;2;76
BB CONSÓRCIOS                                               ;06043050;202507;01709;1;14;110835,81;3;18,40394;180;3876;3;400;20;768;13;356
BB CONSÓRCIOS                                               ;06043050;202507;01718;1;12;101992,14;3;31,30489;240;2136;1;143;3;724;1;93
BB CONSÓRCIOS                                               ;06043050;202507;01721;1;11;133540,13;3;32,16267;240;2327;2;245;7;827;2;152
BB CONSÓRCIOS                                               ;06043050;202507;01724;1;8;235155,71;3;14,90777;240;1382;0;61;7;231;0;108
BB CONSÓRCIOS                                               ;06043050;202507;01731;1;8;132638,27;3;11,25085;180;1528;1;44;8;179;3;111
BB CONSÓRCIOS                                               ;06043050;202507;01735;1;8;143757,78;3;14,88875;180;1695;0;74;5;236;1;107
BB CONSÓRCIOS                                               ;06043050;202507;01736;1;8;139090,49;3;12,66521;180;2048;2;104;9;306;2;117
BB CONSÓRCIOS                                               ;06043050;202507;01738;1;7;102207,63;3;18,11632;180;5927;0;458;21;977;2;122
BB CONSÓRCIOS                                               ;06043050;202507;01745;1;5;198027,06;3;17,70761;180;3162;0;377;9;275;0;47
BB CONSÓRCIOS                                               ;06043050;202507;01753;1;3;205797,76;3;16,38494;180;4775;0;296;19;145;0;78
BB CONSÓRCIOS                                               ;06043050;202507;01760;1;1;127533,66;3;15,97931;180;6075;0;1;2;19;0;2
CONSORCIO GAZIN                                             ;06044551;202507;180;1;114;152150,34;3;16,96359;180;582;40;41;10;1746;73;110
CONSORCIO GAZIN                                             ;06044551;202507;243;1;66;72095,48;3;21,27162;180;438;10;63;3;1577;10;72
CONSORCIO GAZIN                                             ;06044551;202507;255;1;57;64548,99;3;21,48555;180;414;15;104;4;1700;11;73
CONSORCIO GAZIN                                             ;06044551;202507;276;1;44;154591,78;3;21,01794;200;535;8;103;2;1295;5;46
CONSORCIO GAZIN                                             ;06044551;202507;289;1;33;141724,19;3;21,86091;200;1302;11;337;6;2574;6;72
CONSORCIO GAZIN                                             ;06044551;202507;297;1;20;278239,18;3;22,70676;220;944;5;316;3;1503;1;35
CONSORCIO GAZIN                                             ;06044551;202507;305;1;7;347613,72;3;22,30466;220;1019;0;322;1;119;1;10
BP                                                          ;06181431;202507;2000;1;43;190612,00;3;26,29900;226;367;9;75;4;696;0;38
BP                                                          ;06181431;202507;4000;1;38;97107,00;3;20,31380;200;203;2;37;1;1383;0;13
BP                                                          ;06181431;202507;4002;1;34;94444,00;3;23,66670;220;20;2;5;0;950;0;1
BP                                                          ;06181431;202507;4003;1;23;251401,00;3;25,86440;220;384;6;195;3;1906;0;23
BP                                                          ;06181431;202507;4004;1;23;271132,00;3;26,72640;220;33;1;72;0;181;0;0
ADM CONS SICREDI LTDA                                       ;07808907;202507;70016;1;153;400857,92;3;14,00000;180;524;14;0;2;274;339;110
ADM CONS SICREDI LTDA                                       ;07808907;202507;70018;1;146;534801,05;3;14,00000;180;514;20;1;2;299;315;115
ADM CONS SICREDI LTDA                                       ;07808907;202507;70019;1;144;224661,56;3;14,00000;180;528;9;3;2;281;311;92
ADM CONS SICREDI LTDA                                       ;07808907;202507;70020;1;142;490342,25;3;14,00000;180;522;13;3;2;274;313;88
ADM CONS SICREDI LTDA                                       ;07808907;202507;70021;1;139;238914,40;3;12,17391;180;512;14;3;4;214;264;99
ADM CONS SICREDI LTDA                                       ;07808907;202507;70022;1;134;235175,72;3;13,97277;180;518;18;4;3;358;275;117
ADM CONS SICREDI LTDA                                       ;07808907;202507;70023;1;133;511641,66;3;13,98831;180;689;26;4;2;391;331;170
ADM CONS SICREDI LTDA                                       ;07808907;202507;70024;1;131;206493,09;3;13,98435;180;517;17;3;2;316;242;121
ADM CONS SICREDI LTDA                                       ;07808907;202507;70025;1;128;209349,16;3;13,97923;180;517;20;2;4;308;254;124
ADM CONS SICREDI LTDA                                       ;07808907;202507;70026;1;123;214195,58;3;14,01036;180;521;17;2;2;370;198;130
ADM CONS SICREDI LTDA                                       ;07808907;202507;70027;1;123;479716,22;3;14,00558;180;518;17;3;3;293;225;121
ADM CONS SICREDI LTDA                                       ;07808907;202507;70028;1;121;209240,52;3;13,97632;180;516;19;5;4;334;212;137
ADM CONS SICREDI LTDA                                       ;07808907;202507;70029;1;119;428010,36;3;14,00997;180;520;15;5;2;297;184;158
ADM CONS SICREDI LTDA                                       ;07808907;202507;70030;1;119;193185,71;3;14,00934;180;506;22;11;3;315;208;130
ADM CONS SICREDI LTDA                                       ;07808907;202507;70031;1;115;212552,12;3;13,97550;180;516;17;4;2;322;183;138
ADM CONS SICREDI LTDA                                       ;07808907;202507;70032;1;112;469020,69;3;14,01284;180;689;24;6;2;338;216;174
ADM CONS SICREDI LTDA                                       ;07808907;202507;70033;1;112;206566,36;3;13,97256;180;684;25;7;5;427;261;164
ADM CONS SICREDI LTDA                                       ;07808907;202507;70034;1;108;234082,49;3;14,00436;180;667;44;9;3;352;195;203
ADM CONS SICREDI LTDA                                       ;07808907;202507;70035;1;108;110939,64;3;15,94133;200;559;27;14;5;380;143;157
ADM CONS SICREDI LTDA                                       ;07808907;202507;70036;1;107;496865,20;3;13,97012;180;675;31;12;3;338;201;189
ADM CONS SICREDI LTDA                                       ;07808907;202507;70037;1;105;230606,96;3;13,95367;180;681;27;11;4;399;183;196
ADM CONS SICREDI LTDA                                       ;07808907;202507;70038;1;100;119491,64;3;15,91252;200;563;23;13;4;467;94;167
ADM CONS SICREDI LTDA                                       ;07808907;202507;70039;1;98;248587,00;3;14,12018;180;687;18;15;2;358;167;167
ADM CONS SICREDI LTDA                                       ;07808907;202507;70040;1;97;118601,54;3;15,94257;200;571;16;12;4;436;84;176
ADM CONS SICREDI LTDA                                       ;07808907;202507;70041;1;97;495512,92;3;14,02446;180;684;30;6;6;373;149;206
ADM CONS SICREDI LTDA                                       ;07808907;202507;70042;1;93;113163,05;3;15,94257;200;567;22;10;5;428;79;162
ADM CONS SICREDI LTDA                                       ;07808907;202507;70043;1;92;232983,49;3;14,11518;180;688;20;12;4;365;128;217
ADM CONS SICREDI LTDA                                       ;07808907;202507;70044;1;88;114994,09;3;15,86400;200;561;20;19;3;487;57;169
ADM CONS SICREDI LTDA                                       ;07808907;202507;70045;1;86;510608,53;3;13,98915;180;670;36;12;4;340;93;222
ADM CONS SICREDI LTDA                                       ;07808907;202507;70046;1;86;234564,12;3;13,96707;180;677;31;10;4;381;96;204
ADM CONS SICREDI LTDA                                       ;07808907;202507;70047;1;85;115045,46;3;15,89005;200;564;20;15;5;477;73;141
ADM CONS SICREDI LTDA                                       ;07808907;202507;70048;1;82;105998,83;3;15,80800;200;558;19;23;3;487;59;162
ADM CONS SICREDI LTDA                                       ;07808907;202507;70049;1;80;220606,53;3;13,93553;180;673;23;24;5;409;96;199
ADM CONS SICREDI LTDA                                       ;07808907;202507;70050;1;77;115322,10;3;15,70057;200;559;21;20;5;489;41;158
ADM CONS SICREDI LTDA                                       ;07808907;202507;70051;1;75;515506,94;3;12,91566;180;834;35;30;9;420;83;269
ADM CONS SICREDI LTDA                                       ;07808907;202507;70052;1;75;228885,82;3;13,46845;180;826;41;27;7;497;93;267
ADM CONS SICREDI LTDA                                       ;07808907;202507;70053;1;74;111442,96;3;15,23840;200;547;18;34;7;494;35;171
ADM CONS SICREDI LTDA                                       ;07808907;202507;70054;1;71;102012,19;3;15,31242;200;548;21;27;4;439;39;156
ADM CONS SICREDI LTDA                                       ;07808907;202507;70055;1;66;123421,35;3;12,88671;180;826;28;32;7;583;61;224
ADM CONS SICREDI LTDA                                       ;07808907;202507;70056;1;64;279127,34;3;12,45262;180;806;39;53;8;472;72;260
ADM CONS SICREDI LTDA                                       ;07808907;202507;70057;1;64;596481,56;3;12,15027;180;792;54;49;9;457;62;269
ADM CONS SICREDI LTDA                                       ;07808907;202507;70058;1;60;106504,21;3;11,73522;180;825;22;39;8;509;62;233
ADM CONS SICREDI LTDA                                       ;07808907;202507;70059;1;57;240635,85;3;10,64475;180;836;28;24;3;368;62;240
ADM CONS SICREDI LTDA                                       ;07808907;202507;70060;1;57;105070,27;3;10,76793;180;827;21;36;7;467;35;212
ADM CONS SICREDI LTDA                                       ;07808907;202507;70061;1;55;529185,85;3;10,61573;180;819;26;49;8;334;46;247
ADM CONS SICREDI LTDA                                       ;07808907;202507;70062;1;55;107880,26;3;10,92041;180;812;21;40;9;529;33;244
ADM CONS SICREDI LTDA                                       ;07808907;202507;70063;1;53;255261,51;3;11,85723;180;798;38;53;7;472;27;246
ADM CONS SICREDI LTDA                                       ;07808907;202507;70064;1;49;112104,89;3;11,76762;180;819;18;56;13;580;26;183
ADM CONS SICREDI LTDA                                       ;07808907;202507;70065;1;47;236521,34;3;10,87933;180;828;14;46;5;379;29;200
ADM CONS SICREDI LTDA                                       ;07808907;202507;70066;1;46;506195,31;3;10,28194;180;821;18;52;7;364;27;237
ADM CONS SICREDI LTDA                                       ;07808907;202507;70067;1;44;106683,22;3;10,24088;180;813;18;43;5;420;23;163
ADM CONS SICREDI LTDA                                       ;07808907;202507;70068;1;42;241380,80;3;10,66500;180;815;30;40;7;369;14;181
ADM CONS SICREDI LTDA                                       ;07808907;202507;70069;1;40;535542,58;3;11,70270;180;819;10;54;8;396;21;199
ADM CONS SICREDI LTDA                                       ;07808907;202507;70070;1;38;105738,69;3;11,98234;180;765;18;67;7;542;12;146
ADM CONS SICREDI LTDA                                       ;07808907;202507;70071;1;37;243938,65;3;12,13054;180;803;13;59;9;402;16;184
ADM CONS SICREDI LTDA                                       ;07808907;202507;70072;1;33;98376,07;3;11,86456;180;800;14;49;7;452;12;143
ADM CONS SICREDI LTDA                                       ;07808907;202507;70073;1;33;485588,66;3;11,28043;180;780;12;93;6;305;7;168
ADM CONS SICREDI LTDA                                       ;07808907;202507;70074;1;32;226667,15;3;11,50530;180;787;15;66;9;377;6;163
ADM CONS SICREDI LTDA                                       ;07808907;202507;70075;1;28;97231,76;3;12,11825;180;821;4;47;3;386;6;129
ADM CONS SICREDI LTDA                                       ;07808907;202507;70076;1;28;222886,58;3;12,18422;180;793;13;70;7;342;6;147
ADM CONS SICREDI LTDA                                       ;07808907;202507;70077;1;28;489732,29;3;11,92893;180;805;11;67;7;316;5;141
ADM CONS SICREDI LTDA                                       ;07808907;202507;70078;1;25;99193,33;3;12,01764;180;791;5;64;8;338;2;119
ADM CONS SICREDI LTDA                                       ;07808907;202507;70079;1;25;228696,49;3;11,69034;180;792;14;54;7;286;4;120
ADM CONS SICREDI LTDA                                       ;07808907;202507;70080;1;25;502601,66;3;11,42156;180;812;5;57;6;254;5;132
ADM CONS SICREDI LTDA                                       ;07808907;202507;70081;1;22;93474,34;3;11,91256;180;787;2;77;5;273;2;103
ADM CONS SICREDI LTDA                                       ;07808907;202507;70082;1;22;206199,26;3;11,49299;180;822;3;51;6;228;9;103
ADM CONS SICREDI LTDA                                       ;07808907;202507;70083;1;22;473433,48;3;11,43634;180;816;6;51;7;236;3;123
ADM CONS SICREDI LTDA                                       ;07808907;202507;70084;1;20;481229,90;3;11,26746;180;804;3;70;6;225;1;97
ADM CONS SICREDI LTDA                                       ;07808907;202507;70085;1;20;206514,46;3;11,71349;180;801;6;55;6;274;3;97
ADM CONS SICREDI LTDA                                       ;07808907;202507;70086;1;19;94372,58;3;11,91541;180;776;4;75;5;285;3;93
ADM CONS SICREDI LTDA                                       ;07808907;202507;70087;1;18;478023,91;3;11,75480;180;811;2;52;5;213;2;81
ADM CONS SICREDI LTDA                                       ;07808907;202507;70088;1;17;215331,08;3;12,08733;180;794;3;62;5;239;0;97
ADM CONS SICREDI LTDA                                       ;07808907;202507;70089;1;16;93394,25;3;11,85671;180;788;0;74;2;213;1;83
ADM CONS SICREDI LTDA                                       ;07808907;202507;70090;1;15;487813,93;3;11,50561;180;813;1;62;7;178;1;75
ADM CONS SICREDI LTDA                                       ;07808907;202507;70091;1;14;269710,82;3;11,49986;180;785;3;76;8;169;1;76
ADM CONS SICREDI LTDA                                       ;07808907;202507;70092;1;14;125254,36;3;11,81782;180;772;3;80;7;238;2;76
ADM CONS SICREDI LTDA                                       ;07808907;202507;70093;1;14;630296,44;3;11,22403;180;762;1;56;6;154;0;73
ADM CONS SICREDI LTDA                                       ;07808907;202507;70094;1;13;276866,04;3;11,47368;180;798;2;63;8;160;0;71
ADM CONS SICREDI LTDA                                       ;07808907;202507;70095;1;12;116537,14;3;11,43150;180;801;1;61;7;161;0;62
ADM CONS SICREDI LTDA                                       ;07808907;202507;70096;1;10;566303,10;3;11,18414;180;806;0;56;6;128;0;59
ADM CONS SICREDI LTDA                                       ;07808907;202507;70097;1;10;250034,13;3;11,54111;180;808;4;56;7;112;0;65
ADM CONS SICREDI LTDA                                       ;07808907;202507;70098;1;10;115519,63;3;11,65965;180;789;3;64;4;151;0;53
ADM CONS SICREDI LTDA                                       ;07808907;202507;70099;1;8;119526,01;3;11,71597;180;766;0;81;8;130;0;48
ADM CONS SICREDI LTDA                                       ;07808907;202507;70100;1;8;262219,65;3;11,56940;180;796;2;57;10;108;0;49
ADM CONS SICREDI LTDA                                       ;07808907;202507;70101;1;7;551859,36;3;11,42336;180;763;1;64;10;97;0;43
ADM CONS SICREDI LTDA                                       ;07808907;202507;70102;1;5;109825,17;3;12,02489;180;778;0;61;8;84;0;26
ADM CONS SICREDI LTDA                                       ;07808907;202507;70103;1;5;270476,19;3;11,68381;180;787;0;57;6;74;0;28
ADM CONS SICREDI LTDA                                       ;07808907;202507;70104;1;4;562449,94;3;11,22329;180;779;0;50;12;44;1;30
ADM CONS SICREDI LTDA                                       ;07808907;202507;70105;1;4;112270,15;3;11,66872;180;813;0;48;6;43;0;23
ADM CONS SICREDI LTDA                                       ;07808907;202507;70106;1;4;253240,09;3;11,49035;180;793;0;48;9;49;0;27
ADM CONS SICREDI LTDA                                       ;07808907;202507;70107;1;2;110616,74;3;11,73119;180;850;0;48;9;22;1;14
ADM CONS SICREDI LTDA                                       ;07808907;202507;70108;1;2;255889,50;3;11,44640;180;861;0;33;7;24;0;14
ADM CONS SICREDI LTDA                                       ;07808907;202507;70109;1;2;573120,00;3;11,07905;180;834;0;34;8;15;0;16
ADM CONS SICREDI LTDA                                       ;07808907;202507;70110;1;1;111740,58;3;11,76216;180;895;0;0;7;7;0;7
ADM CONS SICREDI LTDA                                       ;07808907;202507;70111;1;1;251231,80;3;11,48041;180;883;0;0;6;10;0;6
ADM CONS SICREDI LTDA                                       ;07808907;202507;70112;1;1;557518,34;3;11,35893;180;806;1;0;4;11;0;4
ELDORADO ADM CONSORCIO                                      ;08570707;202507;907;1;111;149408,69;99;17,99342;150;195;33;0;1;519;50;17
ELDORADO ADM CONSORCIO                                      ;08570707;202507;908;1;54;147776,76;99;19,64327;180;402;15;29;2;621;5;16
PROMOVE                                                     ;09111444;202507;00400;1;38;181348,12;3;25,00000;180;420;6;411;0;2973;0;27
PROMOVE                                                     ;09111444;202507;00401;1;33;162884,02;3;25,00000;180;731;1;232;2;2820;0;25
ADM CONS UNICOOB LTDA                                       ;12228808;202507;00800;1;113;362589,33;3;12,31125;160;755;38;7;3;521;301;84
ADM CONS UNICOOB LTDA                                       ;12228808;202507;00801;1;100;262145,15;3;11,48306;160;763;24;10;9;523;175;97
ADM CONS UNICOOB LTDA                                       ;12228808;202507;00802;1;96;352892,87;3;9,40977;180;762;27;9;5;483;181;92
ADM CONS UNICOOB LTDA                                       ;12228808;202507;00803;1;95;242554,95;3;9,69712;160;756;27;16;5;550;206;107
ADM CONS UNICOOB LTDA                                       ;12228808;202507;00804;1;81;324937,08;3;9,96147;180;743;38;17;3;607;90;117
ADM CONS UNICOOB LTDA                                       ;12228808;202507;00805;1;74;584381,20;3;9,97811;180;526;39;29;6;395;64;87
ADM CONS UNICOOB LTDA                                       ;12228808;202507;00806;1;64;462817,22;3;12,30547;240;890;30;67;7;1225;33;86
ADM CONS UNICOOB LTDA                                       ;12228808;202507;00807;1;56;176487,79;3;13,39018;180;901;23;64;10;1189;32;142
ADM CONS UNICOOB LTDA                                       ;12228808;202507;00808;1;52;491969,42;3;12,40955;240;907;25;52;10;1118;13;101
ADM CONS UNICOOB LTDA                                       ;12228808;202507;00809;1;44;265112,30;3;12,13597;180;652;6;37;8;536;10;100
ADM CONS UNICOOB LTDA                                       ;12228808;202507;00810;1;40;463674,45;3;12,40895;240;590;6;52;5;546;4;56
ADM CONS UNICOOB LTDA                                       ;12228808;202507;00811;1;28;124022,82;3;11,25366;180;941;4;80;10;523;8;99
ADM CONS UNICOOB LTDA                                       ;12228808;202507;00812;1;23;294568,90;3;11,91523;240;989;7;107;7;545;4;86
ADM CONS UNICOOB LTDA                                       ;12228808;202507;00813;1;16;371032,13;3;12,33536;200;600;0;59;6;253;1;44
ADM CONS UNICOOB LTDA                                       ;12228808;202507;00814;1;1;190963,86;3;12,80768;220;742;0;0;5;5;0;5
CIMAVEL ADM CONS                                            ;13170428;202507;0I003;1;105;121320,34;3;20,00000;200;127;22;9;2;1243;59;34
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202507;05026;1;143;150558,03;3;20,93109;150;559;35;1;0;1024;368;64
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202507;05027;1;136;188214,01;3;19,59022;150;566;27;0;2;881;306;88
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202507;05028;1;122;199071,84;3;18,99155;150;739;33;15;9;1088;202;139
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202507;05029;1;109;312206,52;3;22,94785;180;670;30;20;5;1310;91;112
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202507;05030;1;97;136712,21;3;21,11570;180;909;23;55;6;2254;49;154
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202507;05031;1;77;265443,70;3;22,01715;180;916;16;59;5;986;21;104
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202507;05032;1;78;122792,39;3;22,46791;180;903;16;69;3;1447;25;98
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202507;05033;1;71;144587,39;3;22,01938;180;1327;18;124;7;2123;16;124
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202507;05034;1;64;242183,30;3;21,28768;180;1403;12;73;9;1497;8;122
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202507;05035;1;57;102953,23;3;19,46367;180;1345;11;122;6;1785;5;110
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202507;05036;1;44;66182,18;3;23,01185;180;1315;6;167;8;1785;6;76
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202507;05037;1;42;191354,84;3;21,92347;180;1342;12;132;4;1283;2;74
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202507;05038;1;31;485109,05;3;20,93659;204;612;3;56;3;475;3;33
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202507;05039;1;27;136187,58;3;21,25738;180;426;3;52;3;456;2;31
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202507;05040;1;17;162771,15;3;21,90936;180;1381;2;91;3;559;0;34
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202507;05041;1;14;280191,20;3;14,93277;120;222;0;16;3;138;0;26
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202507;05042;1;14;90009,36;3;21,44667;180;435;2;103;2;307;0;22
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202507;05043;1;14;209582,79;3;20,90216;180;1218;2;121;2;300;0;20
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202507;05044;1;5;154378,77;3;21,25891;180;730;0;95;2;110;0;9
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202507;05045;1;2;215766,87;3;17,63878;180;196;0;0;6;15;1;10
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202507;20000;1;146;282288,75;4;17,17857;200;553;28;7;5;1887;129;118
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202507;30000;1;137;394260,21;4;16,38629;200;547;27;24;6;1501;66;102
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202507;40000;1;129;510477,02;4;16,90803;200;554;26;18;4;1379;60;97
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202507;50000;1;117;590877,19;4;19,24372;200;375;21;2;3;615;77;84
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202507;50001;1;110;536691,49;4;17,07559;200;373;10;14;2;602;29;75
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202507;60000;1;97;646920,42;4;18,59649;200;757;26;14;7;1032;66;119
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202507;E432;1;161;277546,06;3;15,62006;200;656;26;16;6;1453;131;120
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202507;MCA86;1;22;120920,34;99;6,94574;48;256;2;0;3;9;130;14
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202507;MCA87;1;18;112038,88;99;6,87719;48;222;6;0;2;15;116;49
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202507;MCA88;1;14;81923,48;99;5,45455;48;118;3;0;1;17;77;20
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202507;MCA89;1;11;67411,10;99;7,49148;48;175;1;0;2;9;88;55
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202507;MCA90;1;5;63043,09;99;6,93878;48;140;7;0;17;13;79;56
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202507;S2008;1;152;311551,43;3;17,62759;164;688;37;0;2;1349;343;84
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202507;S2009;1;140;163075,57;3;17,80730;204;748;25;21;4;1972;115;98
SICOOB ADM CONS LTDA.                                       ;16551061;202507;00904;1;161;291738,44;4;9,96115;180;388;10;1;0;250;278;28
SICOOB ADM CONS LTDA.                                       ;16551061;202507;00908;1;157;299582,06;4;10,19598;180;779;16;1;1;488;494;37
SICOOB ADM CONS LTDA.                                       ;16551061;202507;00913;1;144;361099,17;4;13,57313;200;764;36;0;3;653;365;84
SICOOB ADM CONS LTDA.                                       ;16551061;202507;00918;1;134;130452,89;4;12,39064;150;951;44;2;5;751;582;56
SICOOB ADM CONS LTDA.                                       ;16551061;202507;00922;1;128;334255,63;4;9,10931;200;769;27;4;4;487;291;103
SICOOB ADM CONS LTDA.                                       ;16551061;202507;00925;1;127;327312,33;4;7,38922;200;766;27;6;3;381;309;95
SICOOB ADM CONS LTDA.                                       ;16551061;202507;00932;1;120;367397,05;4;11,81254;200;752;41;6;2;601;237;120
SICOOB ADM CONS LTDA.                                       ;16551061;202507;00951;1;103;110184,75;4;8,30125;150;960;38;2;2;525;415;127
SICOOB ADM CONS LTDA.                                       ;16551061;202507;00952;1;103;321928,94;4;9,40469;200;767;25;8;3;440;187;108
SICOOB ADM CONS LTDA.                                       ;16551061;202507;00964;1;97;437213,54;4;5,91034;240;958;26;12;6;394;176;136
SICOOB ADM CONS LTDA.                                       ;16551061;202507;00970;1;96;107667,24;4;6,03790;150;965;20;11;5;430;389;123
SICOOB ADM CONS LTDA.                                       ;16551061;202507;00971;1;96;426590,34;4;5,25930;240;955;28;17;5;261;168;143
SICOOB ADM CONS LTDA.                                       ;16551061;202507;00972;1;96;427356,42;4;5,96130;240;940;36;20;7;424;168;157
SICOOB ADM CONS LTDA.                                       ;16551061;202507;00980;1;95;421331,67;4;5,55442;240;960;26;9;4;318;169;145
SICOOB ADM CONS LTDA.                                       ;16551061;202507;00981;1;95;422387,04;4;5,86186;240;966;23;9;8;384;149;166
SICOOB ADM CONS LTDA.                                       ;16551061;202507;00982;1;95;105460,36;4;6,14426;150;969;25;5;4;389;339;155
SICOOB ADM CONS LTDA.                                       ;16551061;202507;00984;1;95;106519,93;4;6,36267;150;973;22;5;6;372;383;139
SICOOB ADM CONS LTDA.                                       ;16551061;202507;00986;1;95;420933,30;4;6,32678;240;969;20;10;6;340;151;160
SICOOB ADM CONS LTDA.                                       ;16551061;202507;00989;1;95;423929,77;4;7,07061;240;956;28;13;5;496;147;186
SICOOB ADM CONS LTDA.                                       ;16551061;202507;00999;1;88;109012,54;4;10,83296;150;976;14;10;8;656;270;155
SICOOB ADM CONS LTDA.                                       ;16551061;202507;01000;1;87;434687,04;4;10,28645;240;959;15;22;7;590;115;177
SICOOB ADM CONS LTDA.                                       ;16551061;202507;01016;1;83;404930,99;4;10,03429;240;949;20;20;5;623;79;167
SICOOB ADM CONS LTDA.                                       ;16551061;202507;01017;1;83;102006,78;4;10,13760;150;961;27;12;9;689;193;187
SICOOB ADM CONS LTDA.                                       ;16551061;202507;01027;1;80;407246,38;4;9,21512;240;948;20;19;6;572;88;171
SICOOB ADM CONS LTDA.                                       ;16551061;202507;01031;1;76;564871,04;4;9,03377;240;964;15;19;9;554;82;194
SICOOB ADM CONS LTDA.                                       ;16551061;202507;01035;1;78;396098,72;4;9,96772;240;959;23;17;5;741;87;175
SICOOB ADM CONS LTDA.                                       ;16551061;202507;01062;1;73;421455,26;4;9,15241;240;954;32;10;5;564;51;162
SICOOB ADM CONS LTDA.                                       ;16551061;202507;01063;1;73;103145,92;4;8,80566;150;971;17;10;7;527;172;154
SICOOB ADM CONS LTDA.                                       ;16551061;202507;01067;1;68;409965,43;4;7,84176;240;976;9;14;10;452;74;167
SICOOB ADM CONS LTDA.                                       ;16551061;202507;01073;1;68;198810,14;4;8,29074;180;977;10;12;6;561;120;188
SICOOB ADM CONS LTDA.                                       ;16551061;202507;01090;1;52;566497,21;4;8,58297;240;955;21;22;5;703;27;209
SICOOB ADM CONS LTDA.                                       ;16551061;202507;01094;1;68;99974,26;99;8,43672;150;940;36;24;11;558;101;213
SICOOB ADM CONS LTDA.                                       ;16551061;202507;01096;1;68;297942,56;99;8,22040;200;773;9;14;9;385;78;227
SICOOB ADM CONS LTDA.                                       ;16551061;202507;01098;1;68;409339,25;99;7,98290;240;964;18;12;9;453;64;257
SICOOB ADM CONS LTDA.                                       ;16551061;202507;01167;1;56;95999,42;99;8,27959;150;958;21;20;6;596;86;217
SICOOB ADM CONS LTDA.                                       ;16551061;202507;01171;1;52;265711,88;99;9,05835;180;759;17;20;6;698;41;201
SICOOB ADM CONS LTDA.                                       ;16551061;202507;01172;1;56;399590,70;4;7,77096;240;971;14;13;10;498;41;196
SICOOB ADM CONS LTDA.                                       ;16551061;202507;01173;1;56;390951,65;4;7,71189;240;957;16;23;8;441;50;217
SICOOB ADM CONS LTDA.                                       ;16551061;202507;01183;1;32;242490,31;99;8,43927;200;772;4;21;9;330;15;132
SICOOB ADM CONS LTDA.                                       ;16551061;202507;01196;1;56;190956,37;4;8,11700;180;962;15;22;11;540;71;212
SICOOB ADM CONS LTDA.                                       ;16551061;202507;01197;1;56;394987,07;4;7,99455;240;967;12;20;6;467;42;221
SICOOB ADM CONS LTDA.                                       ;16551061;202507;01227;1;50;388039,12;4;7,78703;240;953;25;20;10;513;22;197
