#Nome_da_Administradora;CNPJ_da_Administradora;Data_base;Código_do_grupo;Código_do_segmento;Número_da_assembléia_geral_ordinária;Valor_médio_do_bem;Índice_de_correção;Taxa_de_administração;Prazo_do_grupo_em_meses;Quantidade_de_cotas_ativas_em_dia;Quantidade_de_cotas_ativas_contempladas_inadimplentes;Quantidade_de_cotas_ativas_não_contempladas_inadimplentes;Quantidade_de_cotas_ativas_contempladas_no_mês;Quantidade_de_cotas_excluídas;Quantidade_de_cotas_ativas_quitadas;Quantidade_de_cotas_ativas_com_crédito_pendente_de_utilização
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00057;1;182;232071,89;3;20,60469;200;707;39;0;1;2967;397;90
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00058;1;179;522509,37;3;18,96488;200;608;43;1;8;2128;264;73
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00061;1;178;198784,02;3;21,30866;200;750;49;0;0;2620;398;79
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00062;1;177;274389,27;3;18,73604;200;718;32;2;5;2258;299;99
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00063;1;177;237084,05;3;10,91300;200;578;22;0;0;655;442;11
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00064;1;177;206461,41;3;21,02825;200;764;36;0;0;2890;403;57
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00065;1;176;237730,55;3;10,80283;200;568;31;1;0;769;412;21
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00066;1;175;214021,72;3;20,63841;200;730;35;3;7;2849;337;102
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00067;1;172;272554,93;3;20,16958;200;603;36;2;4;2204;280;72
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00068;1;174;191653,61;3;21,43404;200;759;39;1;0;3361;389;103
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00069;1;174;213251,48;3;20,63380;200;678;42;1;3;3097;292;80
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00070;1;172;203173,09;3;20,21163;200;694;35;0;5;3250;331;95
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00071;1;171;199523,13;3;20,35538;200;650;37;1;4;3327;274;77
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00074;1;169;288883,41;3;20,85144;200;738;58;3;5;2315;320;93
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00075;1;170;437760,34;3;22,54919;180;758;49;0;0;2545;412;35
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00076;1;168;1084766,54;3;15,95379;180;856;39;1;0;2109;496;35
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00077;1;169;432014,69;3;23,38602;180;650;51;0;0;2497;370;29
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00078;1;168;295810,95;3;20,73764;200;611;30;2;2;1974;277;63
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00079;1;167;428230,59;3;11,06032;200;701;37;3;4;697;412;46
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00081;1;166;293026,66;3;20,29750;200;682;34;4;5;2235;278;78
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00083;1;165;515450,58;3;20,40932;200;618;34;5;8;2042;153;122
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00084;1;165;242603,92;3;22,28358;200;445;27;3;2;2465;156;71
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00086;1;164;585482,27;3;21,14438;200;751;45;4;4;2033;320;77
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00087;1;165;299262,21;3;20,43682;200;604;33;4;2;2011;256;56
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00088;1;164;290301,72;3;20,36822;200;606;39;6;4;2115;222;74
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00089;1;164;1115667,70;3;15,78911;180;845;53;2;0;2291;469;51
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00093;1;164;117723,66;3;23,49896;192;888;71;1;0;4709;421;117
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00094;1;162;437359,82;3;22,40173;192;893;61;6;7;2858;375;105
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00095;1;162;235238,03;3;22,13066;192;789;47;1;5;3420;335;90
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00100;1;147;275668,28;3;20,23299;192;576;38;12;4;2291;183;88
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00101;1;147;277494,25;3;19,79462;192;699;39;11;5;2426;226;98
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00102;1;146;482344,02;3;21,32731;192;890;65;5;4;2745;344;91
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00103;1;147;277179,69;3;19,85411;192;625;30;7;6;2412;178;88
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00104;1;146;253618,70;3;20,12652;192;563;29;5;4;2201;197;86
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00105;1;146;252618,42;3;19,93343;192;548;23;7;4;2087;179;76
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00106;1;145;261733,70;3;20,32719;192;601;16;6;2;2441;207;75
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00108;1;144;255047,55;3;19,92710;192;547;22;7;2;2254;185;78
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00109;1;144;254326,56;3;20,33307;192;476;30;5;6;2141;159;51
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00110;1;143;256924,41;3;20,18486;192;542;29;3;5;2284;201;67
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00111;1;143;247834,68;3;20,05664;192;687;45;6;1;3433;215;87
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00113;1;143;255239,11;3;20,11451;192;658;31;5;2;2897;212;72
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00114;1;143;257116,95;3;20,17574;192;592;34;3;1;2897;203;90
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00115;1;143;252104,04;3;20,14186;192;662;39;3;2;3076;224;83
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00116;1;142;247881,59;3;20,16730;192;630;30;2;2;3305;212;74
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00117;1;141;256521,48;3;20,03276;192;622;33;8;2;3584;175;82
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00118;1;140;254377,81;3;20,22610;192;622;33;4;1;3140;181;70
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00119;1;139;254543,06;3;19,81295;192;735;32;9;1;3735;195;104
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00121;1;136;243115,02;3;21,31547;192;466;29;6;1;2895;132;68
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00122;1;136;249012,42;3;20,73674;192;520;22;4;3;2921;119;81
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00123;1;135;235756,80;3;20,73294;192;532;19;4;1;3230;128;81
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00124;1;135;240335,83;3;20,82198;192;446;23;1;2;2979;122;77
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00125;1;135;239927,89;3;20,89169;192;466;23;8;1;3047;133;68
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00126;1;134;227774,38;3;20,21440;192;461;8;4;1;3071;124;69
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00127;1;134;220735,77;3;20,52734;192;516;22;8;1;3261;123;88
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;00128;1;134;220132,06;3;20,78918;192;507;22;8;1;3586;130;97
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40001;1;123;221321,61;3;20,46330;192;706;27;6;1;3504;144;121
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40002;1;122;387799,34;99;22,69677;192;886;62;12;6;3761;237;88
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40003;1;121;724141,91;99;19,13526;192;901;46;13;2;2880;291;84
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40004;1;122;201390,33;99;20,81155;192;638;21;10;2;3526;111;96
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40005;1;122;204502,89;99;20,89508;192;594;24;12;1;3551;121;91
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40006;1;121;218461,04;99;20,29671;192;653;25;13;1;3798;122;85
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40007;1;121;217602,80;99;19,99684;192;693;22;7;4;3527;137;93
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40008;1;120;226196,86;99;20,40725;192;695;26;13;1;3386;134;105
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40009;1;119;225607,25;99;20,06823;192;656;20;18;1;3706;90;94
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40010;1;118;227890,47;99;20,31021;192;682;26;14;2;3621;119;110
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40011;1;116;233708,83;99;19,96903;192;890;21;16;9;3374;131;115
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40012;1;110;209173,34;99;19,77385;192;825;26;15;7;2816;104;124
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40013;1;102;225654,83;99;21,87066;192;336;10;5;2;1928;72;56
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40014;1;102;233345,85;99;21,56817;192;336;13;6;2;1803;56;53
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40015;1;101;231748,70;99;21,66372;192;333;5;1;3;2054;55;50
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40016;1;101;230761,36;99;21,55120;192;283;6;2;3;1774;37;47
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40017;1;101;230642,85;99;21,63053;192;342;11;6;3;2035;56;53
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40018;1;100;228404,41;99;21,73853;192;321;11;1;2;2280;46;50
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40019;1;99;228928,27;99;21,63863;192;308;9;4;2;2219;53;51
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40020;1;98;214823,64;99;21,64080;192;295;3;1;5;1980;54;51
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40021;1;98;210649,95;99;22,01264;192;265;11;1;1;1759;40;48
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40022;1;95;213195,34;99;19,72284;192;694;11;9;10;2056;55;102
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40023;1;94;235858,05;99;19,77069;192;520;8;10;8;1618;42;80
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40024;1;93;224991,85;99;19,81619;192;565;14;14;8;1773;54;75
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40025;1;89;210518,98;99;19,19256;192;580;8;21;10;1428;38;86
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40026;1;89;205145,18;99;19,90381;192;379;9;8;3;1151;35;63
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40027;1;89;206385,01;99;20,96103;192;334;9;6;5;1212;31;57
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40028;1;89;206950,59;99;20,59008;192;361;7;6;4;1411;29;65
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40029;1;87;204635,03;99;21,18830;192;274;8;4;2;1167;26;54
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40030;1;85;199992,04;99;20,17662;192;369;15;6;3;1173;35;63
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40031;1;84;195513,31;99;19,93301;192;418;7;7;4;999;28;67
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40032;1;83;189002,29;99;20,53707;192;280;12;2;5;821;18;56
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40033;1;83;196162,47;99;19,81524;192;393;7;14;3;1060;23;52
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40034;1;82;215435,52;99;20,66327;192;396;8;3;2;1121;26;68
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40035;1;82;196054,80;99;19,89111;192;325;4;5;2;982;28;56
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40036;1;81;193141,66;99;19,36141;192;310;7;2;4;866;18;55
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40037;1;81;188016,00;99;19,69721;192;295;6;0;2;805;26;57
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40038;1;79;367705,77;99;21,07146;192;534;14;7;7;1555;21;69
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40039;1;80;191511,33;99;19,31620;192;296;6;1;4;882;26;47
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40040;1;80;187139,81;99;20,42383;192;269;4;1;3;941;17;43
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40041;1;79;189013,24;99;19,95230;192;378;10;7;1;913;24;67
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40042;1;79;186309,26;99;19,12778;192;276;7;1;3;802;18;52
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40043;1;79;190861,34;99;19,32584;192;291;2;5;3;815;21;53
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40044;1;78;191293,06;99;20,09252;192;280;10;4;2;840;11;49
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40045;1;78;185908,37;99;19,68339;192;277;6;6;5;725;20;54
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40046;1;77;192459,81;99;19,60158;192;332;4;5;5;817;28;50
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40047;1;77;184233,59;99;19,55513;192;273;4;2;3;726;17;47
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40048;1;76;187886,61;99;20,15174;192;270;8;4;3;794;20;46
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40049;1;76;193290,45;99;19,76508;192;288;8;7;3;741;13;55
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40050;1;76;194258,08;99;20,25303;192;278;8;1;1;665;16;41
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40051;1;75;184458,59;99;19,85212;192;276;10;2;1;808;18;49
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40052;1;75;187132,72;99;19,79382;192;301;7;6;2;901;13;48
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40053;1;74;177868,83;99;21,01904;192;384;12;6;4;883;25;77
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40054;1;72;378489,33;99;19,15745;192;920;23;12;6;1863;65;111
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40055;1;73;177277,69;99;21,11422;192;317;11;4;6;963;20;61
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40056;1;73;187134,04;3;24,26462;240;781;19;19;8;2963;16;100
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40057;1;72;176591,40;99;21,19615;192;363;9;10;3;1008;19;49
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40058;1;71;183620,75;99;25,34278;240;752;25;26;6;3247;20;76
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40059;1;71;181336,29;99;20,74745;192;285;7;6;2;1056;12;45
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40060;1;70;184964,74;99;19,86731;192;409;6;9;4;1058;28;63
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40061;1;70;181848,07;99;20,56554;192;365;5;9;3;1105;30;49
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40062;1;69;181766,67;99;20,92902;192;318;3;2;2;1030;15;51
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40063;1;68;186950,77;99;21,57333;192;305;9;7;3;1051;9;55
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40064;1;68;88116,89;99;22,70354;192;565;13;9;6;1610;27;90
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40065;1;67;189149,33;99;19,84967;192;478;3;9;6;1192;15;70
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40066;1;67;91078,29;99;24,93219;192;436;13;3;3;1434;17;64
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40067;1;67;184320,34;99;19,70859;192;388;3;0;8;1155;17;74
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40068;1;67;89672,74;99;24,11338;192;445;4;10;3;1517;23;74
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40069;1;66;186279,97;99;21,09252;192;347;12;2;5;1097;16;62
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40070;1;66;89562,57;99;24,78838;192;354;11;6;4;1417;14;67
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40071;1;66;188656,43;99;20,72751;192;295;7;3;3;981;13;53
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40072;1;65;87872,33;99;23,76186;192;286;4;5;2;1185;9;49
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40073;1;65;188583,60;99;21,01098;192;469;12;10;5;1275;21;77
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40074;1;64;89815,08;99;24,60079;192;389;5;10;4;1794;13;66
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40075;1;65;192642,46;99;20,74616;192;422;7;8;5;1305;15;54
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40076;1;63;177147,82;99;19,09736;192;483;11;6;6;1166;33;72
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40079;1;59;365982,15;99;19,27090;192;678;7;17;4;1562;20;76
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40080;1;58;79914,42;99;24,34100;192;319;4;8;3;1389;11;59
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40081;1;57;78135,29;99;23,93976;192;249;3;3;1;1224;8;53
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40082;1;57;77504,30;99;24,25632;192;276;8;4;4;1126;4;51
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40083;1;57;363732,07;99;19,06012;192;397;7;7;4;1320;9;43
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40084;1;56;72567,52;99;22,21342;192;288;4;9;0;1086;9;49
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40085;1;56;312749,82;99;18,56290;192;285;7;5;1;1150;5;26
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40086;1;56;805676,22;99;17,87590;240;897;8;39;11;2339;10;55
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40087;1;56;159868,24;99;18,68140;192;288;3;8;7;914;10;54
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40088;1;56;70695,66;99;21,91288;192;224;4;8;3;888;6;45
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40089;1;55;71605,69;99;22,53916;192;212;3;10;1;827;10;38
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40090;1;55;775078,97;99;17,40541;240;577;5;8;2;1813;4;38
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40091;1;54;340806,62;99;18,42919;192;426;3;4;2;1335;9;43
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40092;1;55;159373,00;99;18,92030;192;330;3;5;3;1010;3;46
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40093;1;55;69694,98;99;22,00564;192;190;3;2;3;785;9;35
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40094;1;55;749350,61;99;17,24730;240;519;4;21;3;1657;6;25
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40095;1;54;71226,78;99;23,71937;192;182;1;6;1;880;8;35
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40096;1;55;162276,72;99;19,76896;192;220;6;5;4;873;5;38
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40097;1;54;162325,68;99;21,27467;192;214;3;10;2;672;4;24
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40098;1;54;734431,08;99;17,51226;240;586;3;14;6;1882;1;37
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40099;1;53;286655,35;99;17,93948;192;317;5;5;2;902;9;27
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40100;1;54;189869,98;99;18,64779;192;433;3;16;9;705;0;67
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40101;1;54;80672,93;99;20,55202;192;310;4;13;2;911;4;32
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40102;1;54;159035,53;99;22,05620;192;159;3;9;1;740;5;24
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40103;1;53;162269,92;99;20,72857;192;203;2;5;1;698;3;27
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40104;1;53;73582,02;99;24,92530;192;174;2;5;2;952;1;37
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40105;1;52;686354,30;99;17,60582;240;688;9;21;4;2059;4;48
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40106;1;53;164089,95;99;20,08984;192;172;7;3;3;660;3;24
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40107;1;52;306847,60;99;18,56602;192;353;1;5;3;761;3;50
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40108;1;53;74237,85;99;24,48221;192;205;2;10;4;1068;9;36
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40109;1;52;157224,56;99;20,98489;192;180;3;5;1;719;4;29
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40110;1;52;72559,45;99;23,34818;192;225;3;8;3;955;2;41
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40111;1;52;164109,30;99;19,13000;192;285;0;8;3;762;4;33
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40112;1;50;598482,05;99;18,51874;240;788;7;37;4;2466;6;54
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40113;1;51;281397,50;99;19,51821;192;242;5;10;1;575;4;26
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40114;1;51;70727,89;99;23,18349;192;283;3;9;1;1025;3;42
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40115;1;51;155760,14;99;21,39498;192;190;5;12;1;748;3;23
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40116;1;51;173379,91;99;17,47506;192;327;2;5;8;904;3;33
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40117;1;50;65521,23;99;21,98361;192;294;4;4;4;974;1;40
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40118;1;50;141933,14;99;21,35779;192;252;11;17;5;890;3;36
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40119;1;49;260042,52;99;17,94922;192;252;0;6;4;628;3;26
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40120;1;49;648410,69;99;18,86334;240;465;7;22;2;2081;4;36
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40121;1;50;141584,96;99;21,49758;192;218;4;5;2;887;4;30
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40122;1;50;73816,73;99;22,89816;192;173;1;5;1;788;4;32
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40123;1;49;63981,26;99;23,98957;192;223;6;6;1;994;3;52
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40124;1;49;170409,36;99;16,14229;192;510;4;11;4;936;3;41
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40125;1;48;283695,86;99;15,68393;192;560;1;16;3;666;0;29
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40126;1;48;63900,85;99;22,58388;192;298;3;8;3;1011;7;37
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40127;1;48;139411,25;99;22,01813;192;177;4;6;1;915;7;32
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40128;1;47;646005,91;99;18,07346;240;488;4;11;3;2093;5;40
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40129;1;47;243880,88;99;18,36179;192;287;3;6;3;602;2;28
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40130;1;48;61390,06;99;22,60654;192;209;4;15;1;936;4;38
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40131;1;48;146053,42;99;20,63197;192;229;3;7;2;814;2;38
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40132;1;47;62191,12;99;21,55435;192;298;3;14;4;1072;5;49
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40133;1;47;143519,64;99;19,32710;192;261;3;8;4;1014;9;38
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40134;1;46;633499,46;99;18,58777;240;370;5;11;2;1869;2;29
ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;00000776;202507;40135;1;46;72582,79;99;20,42154;192;484;4;19;6;1176;6;51
