#Nome_da_Administradora;CNPJ_da_Administradora;Data_base;Código_do_segmento;Taxa_de_administração;Quantidade_de_grupos_ativos;Quantidade_de_grupos_constituídos_no_mês;Quantidade_de_grupos_encerrados_no_mês;Quantidade_de_cotas_comercializadas_no_mês;Quantidade_de_cotas_excluídas_a_comercializar;Quantidade_acumulada_de_cotas_ativas_contempladas;Quantidade_de_cotas_ativas_não_contempladas;Quantidade_de_cotas_ativas_contempladas_no_mês;Quantidade_de_cotas_ativas_em_dia;Quantidade_de_cotas_ativas_contempladas_inadimplentes;Quantidade_de_cotas_ativas_não_contempladas_inadimplentes;Quantidade_de_cotas_excluídas;Quantidade_de_cotas_ativas_quitadas;Quantidade_de_cotas_ativas_com_crédito_pendente_de_utilização
ADEMICON ADM CONS S.A.;84911098;202507;1;23,86296;92;3;0;22071;7916;26010;257167;707;246253;2741;34183;180883;3311;6253
ADEMICON ADM CONS S.A.;84911098;202507;2;13,85631;55;1;1;550;2932;21420;18255;452;35845;1828;2002;19242;8771;1977
ADEMICON ADM CONS S.A.;84911098;202507;3;14,75846;82;2;0;4756;732;15963;60286;666;67284;1140;7825;42318;2800;4119
ADEMICON ADM CONS S.A.;84911098;202507;4;23,20000;1;0;0;62;57;33;347;8;332;0;48;64;0;14
ADEMICON ADM CONS S.A.;84911098;202507;5;0,00000;0;0;0;9;0;0;0;0;0;0;0;0;0;0
ADEMICON ADM CONS S.A.;84911098;202507;6;23,01398;4;0;0;202;468;1032;1686;51;2225;198;295;1411;140;271
ADM CONS BECKER LTDA;03828278;202507;1;20,65076;6;0;0;30;609;791;1605;18;2106;160;130;3161;107;171
ADM CONS BECKER LTDA;03828278;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS BECKER LTDA;03828278;202507;3;17,89943;6;0;0;49;216;633;1061;21;1484;84;126;1346;143;86
ADM CONS BECKER LTDA;03828278;202507;4;17,40399;8;0;0;56;68;2077;782;40;2524;257;78;2029;883;269
ADM CONS BECKER LTDA;03828278;202507;5;18,21980;13;0;0;83;176;1867;1404;50;2852;299;120;1807;519;385
ADM CONS BECKER LTDA;03828278;202507;6;17,42229;4;0;0;29;38;324;313;12;564;45;28;310;51;66
ADM CONS NAC HONDA LTDA;45441789;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS NAC HONDA LTDA;45441789;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS NAC HONDA LTDA;45441789;202507;3;15,46260;62;0;0;106;3693;3952;4377;123;7753;206;370;7100;1408;707
ADM CONS NAC HONDA LTDA;45441789;202507;4;23,04230;3584;69;45;97833;838967;1316011;1012921;50941;2050620;150803;127509;2204896;463817;117490
ADM CONS NAC HONDA LTDA;45441789;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS NAC HONDA LTDA;45441789;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS NAC VIME LTDA;59999300;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS NAC VIME LTDA;59999300;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS NAC VIME LTDA;59999300;202507;3;18,40630;7;0;0;24;216;749;300;11;945;65;39;1476;365;38
ADM CONS NAC VIME LTDA;59999300;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS NAC VIME LTDA;59999300;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS NAC VIME LTDA;59999300;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS RCI BRASIL LTDA;73230674;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS RCI BRASIL LTDA;73230674;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS RCI BRASIL LTDA;73230674;202507;3;18,58487;46;0;0;580;15710;12872;9326;211;19496;1517;1185;72766;5005;1753
ADM CONS RCI BRASIL LTDA;73230674;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS RCI BRASIL LTDA;73230674;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS RCI BRASIL LTDA;73230674;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS SICREDI LTDA;07808907;202507;1;12,45041;96;3;0;1475;1633;29391;44933;546;69412;1410;3502;29281;7230;12898
ADM CONS SICREDI LTDA;07808907;202507;2;7,92502;89;0;0;878;602;25010;21602;518;43775;1702;1135;8925;7440;9662
ADM CONS SICREDI LTDA;07808907;202507;3;9,44526;314;5;5;7497;1373;110301;118134;3028;217509;5059;5867;48353;32350;23378
ADM CONS SICREDI LTDA;07808907;202507;4;12,62008;101;2;2;1298;233;26769;18693;738;42447;1785;1230;12318;8237;5287
ADM CONS SICREDI LTDA;07808907;202507;5;14,10039;4;0;0;5;20;950;374;24;1232;58;34;376;281;118
ADM CONS SICREDI LTDA;07808907;202507;6;14,89120;95;3;2;2007;289;32200;22109;1430;49703;3268;1338;9102;6841;3990
ADM CONS SPENGLER LTDA;91341925;202507;1;22,72204;1;0;0;40;85;19;294;0;258;3;52;211;1;9
ADM CONS SPENGLER LTDA;91341925;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS SPENGLER LTDA;91341925;202507;3;15,52298;37;1;0;106;1827;2607;1776;37;3812;305;266;3552;1398;265
ADM CONS SPENGLER LTDA;91341925;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS SPENGLER LTDA;91341925;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS SPENGLER LTDA;91341925;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS UNICOOB LTDA;12228808;202507;1;11,63771;15;1;0;193;1588;5227;7190;99;11517;294;606;9019;1122;1303
ADM CONS UNICOOB LTDA;12228808;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS UNICOOB LTDA;12228808;202507;3;10,97293;36;1;1;842;1166;18019;11758;449;27394;1282;1101;11547;5798;2702
ADM CONS UNICOOB LTDA;12228808;202507;4;13,57934;3;0;0;48;246;911;904;38;1681;59;75;573;139;244
ADM CONS UNICOOB LTDA;12228808;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS UNICOOB LTDA;12228808;202507;6;12,84799;14;2;0;395;119;5887;4412;262;9306;629;364;2316;1532;672
ALPHA ADM CONS LTDA;90982679;202507;1;22,87531;5;0;0;418;2571;637;11808;22;7595;192;4658;20646;20;305
ALPHA ADM CONS LTDA;90982679;202507;2;22,60000;5;0;0;225;988;683;4647;17;3171;227;1932;18680;56;85
ALPHA ADM CONS LTDA;90982679;202507;3;18,71000;7;0;0;726;4172;1976;10719;58;6856;646;5193;36507;356;307
ALPHA ADM CONS LTDA;90982679;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALPHA ADM CONS LTDA;90982679;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALPHA ADM CONS LTDA;90982679;202507;6;22,68000;1;0;0;46;329;16;355;2;221;5;145;712;1;11
APEC ADM CONSORCIO S/A;03832228;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
APEC ADM CONSORCIO S/A;03832228;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
APEC ADM CONSORCIO S/A;03832228;202507;3;14,38994;1;0;0;1;1;129;30;3;145;11;3;36;60;7
APEC ADM CONSORCIO S/A;03832228;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
APEC ADM CONSORCIO S/A;03832228;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
APEC ADM CONSORCIO S/A;03832228;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOC BAHIANA DE MEDICINA ABM;13548938;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOC BAHIANA DE MEDICINA ABM;13548938;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOC BAHIANA DE MEDICINA ABM;13548938;202507;3;10,40909;2;0;0;2;5;170;72;2;228;6;8;25;122;13
ASSOC BAHIANA DE MEDICINA ABM;13548938;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOC BAHIANA DE MEDICINA ABM;13548938;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOC BAHIANA DE MEDICINA ABM;13548938;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOC DOS JUIZES DO RS;92965748;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOC DOS JUIZES DO RS;92965748;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOC DOS JUIZES DO RS;92965748;202507;3;0,00000;4;0;0;1;1;225;174;8;399;0;0;1;97;77
ASSOC DOS JUIZES DO RS;92965748;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOC DOS JUIZES DO RS;92965748;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOC DOS JUIZES DO RS;92965748;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAMAQ ADM CONS LTDA;71045363;202507;1;18,72858;1;0;0;245;1203;279;3091;5;2724;14;632;4572;21;145
BAMAQ ADM CONS LTDA;71045363;202507;2;11,88440;1;0;0;13;4;883;380;3;1129;70;64;989;448;141
BAMAQ ADM CONS LTDA;71045363;202507;3;13,45814;15;0;0;1608;27483;12181;33839;400;37609;846;7565;65040;4131;2848
BAMAQ ADM CONS LTDA;71045363;202507;4;15,90666;2;0;0;1078;11972;2419;18198;133;16066;228;4323;37504;307;816
BAMAQ ADM CONS LTDA;71045363;202507;5;24,03673;1;0;0;171;1706;671;4257;63;3040;133;1755;7149;8;447
BAMAQ ADM CONS LTDA;71045363;202507;6;21,91747;1;0;0;81;682;130;1954;14;1627;17;440;3088;1;75
BANCORBRÁS;02010478;202507;1;16,71451;18;0;0;323;1661;4084;9071;54;12215;227;713;13021;979;1040
BANCORBRÁS;02010478;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCORBRÁS;02010478;202507;3;15,13242;14;0;0;598;729;3587;9040;138;11243;277;1107;6634;1057;574
BANCORBRÁS;02010478;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCORBRÁS;02010478;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCORBRÁS;02010478;202507;6;16,89352;7;0;0;0;317;873;466;18;1052;213;74;1054;245;164
BANRISUL S.A. ADM CONSÓRCIOS;92692979;202507;1;17,72164;49;0;0;221;2781;9338;8641;129;16931;554;494;23966;2949;2427
BANRISUL S.A. ADM CONSÓRCIOS;92692979;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANRISUL S.A. ADM CONSÓRCIOS;92692979;202507;3;12,98956;81;0;1;666;884;36198;20725;670;53447;2400;1076;28228;12747;4933
BANRISUL S.A. ADM CONSÓRCIOS;92692979;202507;4;16,69134;7;0;0;8;100;3157;562;70;3422;229;68;2747;1315;653
BANRISUL S.A. ADM CONSÓRCIOS;92692979;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANRISUL S.A. ADM CONSÓRCIOS;92692979;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BB CONSÓRCIOS;06043050;202507;1;21,38732;80;1;1;6792;108891;91248;188800;709;256096;3363;20589;196482;27753;38685
BB CONSÓRCIOS;06043050;202507;2;16,46998;74;1;0;5031;66163;126412;177520;1691;274398;10217;19317;98170;14135;41471
BB CONSÓRCIOS;06043050;202507;3;15,30624;172;2;2;28698;86451;434478;387737;7877;755127;33814;33274;239849;121293;95697
BB CONSÓRCIOS;06043050;202507;4;22,36708;38;0;1;1630;51536;138669;60851;1672;171187;20702;7631;131523;44230;20735
BB CONSÓRCIOS;06043050;202507;5;26,60982;72;0;0;689;130077;129880;30648;2351;130452;23084;6992;142047;35423;50193
BB CONSÓRCIOS;06043050;202507;6;0,00000;0;0;1;0;0;0;0;0;0;0;0;0;0;0
BBC ADM CONS LTDA.;36770683;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BBC ADM CONS LTDA.;36770683;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BBC ADM CONS LTDA.;36770683;202507;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BBC ADM CONS LTDA.;36770683;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BBC ADM CONS LTDA.;36770683;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BBC ADM CONS LTDA.;36770683;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;06181431;202507;1;25,07403;5;0;0;115;1229;142;1269;8;1007;20;384;5116;0;75
BP;06181431;202507;2;19,70000;1;0;0;75;314;13;312;1;293;2;30;625;0;6
BP;06181431;202507;3;22,58000;2;0;0;33;1165;269;430;14;525;77;97;7265;11;42
BP;06181431;202507;4;40,04000;23;1;0;159;619;4571;3655;116;7321;507;398;3852;1442;543
BP;06181431;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;06181431;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BR CONSÓRCIOS ADM. CONS. LTDA.;14723388;202507;1;19,88198;34;0;0;664;1980;8991;16368;152;23376;496;1487;31676;2611;2541
BR CONSÓRCIOS ADM. CONS. LTDA.;14723388;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BR CONSÓRCIOS ADM. CONS. LTDA.;14723388;202507;3;15,43771;41;1;0;909;915;20107;16364;450;33345;1308;1818;20360;7084;2130
BR CONSÓRCIOS ADM. CONS. LTDA.;14723388;202507;4;17,14780;11;0;0;156;252;3121;2777;91;5206;264;428;2987;932;553
BR CONSÓRCIOS ADM. CONS. LTDA.;14723388;202507;5;7,27558;68;1;1;584;988;9874;4146;410;13185;827;8;1166;7761;1619
BR CONSÓRCIOS ADM. CONS. LTDA.;14723388;202507;6;19,70904;6;0;0;60;61;591;581;29;985;102;85;476;93;99
BRADESCO CONS. LTDA.;52568821;202507;1;19,67168;412;11;1;18707;65716;139365;161794;2035;281978;4525;14656;471777;50718;25896
BRADESCO CONS. LTDA.;52568821;202507;2;18,25552;335;1;1;3222;29486;84594;61984;1873;135267;5538;5773;173314;25129;9003
BRADESCO CONS. LTDA.;52568821;202507;3;16,14448;2168;14;30;20111;98989;752805;414132;16186;1088048;46505;32384;1234999;258417;78988
BRADESCO CONS. LTDA.;52568821;202507;4;18,00237;29;0;0;270;1313;5447;4329;181;9201;240;335;6657;1638;973
BRADESCO CONS. LTDA.;52568821;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRADESCO CONS. LTDA.;52568821;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BREITKOPF ADM CONS LTDA;73235962;202507;1;23,23501;2;0;0;27;218;112;1375;6;1353;2;132;838;2;41
BREITKOPF ADM CONS LTDA;73235962;202507;2;11,39300;2;0;0;22;28;451;322;10;699;46;28;284;109;107
BREITKOPF ADM CONS LTDA;73235962;202507;3;13,18530;21;1;0;107;94;1541;1528;45;2803;147;119;1010;643;327
BREITKOPF ADM CONS LTDA;73235962;202507;4;15,57660;5;0;1;24;53;632;332;15;858;62;44;570;271;138
BREITKOPF ADM CONS LTDA;73235962;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BREITKOPF ADM CONS LTDA;73235962;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRENNER ADM CONS LTDA;03762395;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRENNER ADM CONS LTDA;03762395;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRENNER ADM CONS LTDA;03762395;202507;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRENNER ADM CONS LTDA;03762395;202507;4;16,29072;36;0;2;43;657;2259;1191;53;3214;113;123;2178;805;153
BRENNER ADM CONS LTDA;03762395;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRENNER ADM CONS LTDA;03762395;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRISA ADM CONSÓRCIOS;06046109;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRISA ADM CONSÓRCIOS;06046109;202507;2;13,38090;11;2;0;430;132;499;2633;34;2823;63;246;596;9;100
BRISA ADM CONSÓRCIOS;06046109;202507;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRISA ADM CONSÓRCIOS;06046109;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRISA ADM CONSÓRCIOS;06046109;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRISA ADM CONSÓRCIOS;06046109;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRQUALY ADM CONS LTDA.;45713971;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRQUALY ADM CONS LTDA.;45713971;202507;2;12,03750;4;0;1;0;16;1117;67;1;1081;91;12;488;777;292
BRQUALY ADM CONS LTDA.;45713971;202507;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRQUALY ADM CONS LTDA.;45713971;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRQUALY ADM CONS LTDA.;45713971;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRQUALY ADM CONS LTDA.;45713971;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CAMVEL ADM. CONS. LTDA.;72461643;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CAMVEL ADM. CONS. LTDA.;72461643;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CAMVEL ADM. CONS. LTDA.;72461643;202507;3;15,39100;5;0;0;6;419;552;686;8;983;66;189;806;168;49
CAMVEL ADM. CONS. LTDA.;72461643;202507;4;17,00000;4;0;0;3;296;263;184;4;367;26;54;319;130;20
CAMVEL ADM. CONS. LTDA.;72461643;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CAMVEL ADM. CONS. LTDA.;72461643;202507;6;17,00000;2;0;0;4;190;201;133;2;241;54;39;258;47;26
CANOPUS ADM CONSÓRCIOS;68318773;202507;1;23,74639;8;0;0;767;3180;2021;10160;80;9901;229;2051;16398;594;795
CANOPUS ADM CONSÓRCIOS;68318773;202507;2;13,49516;0;0;0;38;0;960;692;20;1459;105;88;1225;482;175
CANOPUS ADM CONSÓRCIOS;68318773;202507;3;18,47158;74;0;0;2517;3229;41285;32435;579;62780;4773;6167;74822;22596;3986
CANOPUS ADM CONSÓRCIOS;68318773;202507;4;22,84173;6;0;0;142;260;3792;1270;44;4378;451;233;5493;2406;407
CANOPUS ADM CONSÓRCIOS;68318773;202507;5;24,88302;1;0;0;0;329;258;7;2;209;54;2;329;152;30
CANOPUS ADM CONSÓRCIOS;68318773;202507;6;26,24100;3;0;0;0;73;2063;563;35;1887;596;143;2652;893;176
CARLESSI ADM CONS LTDA;95783262;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CARLESSI ADM CONS LTDA;95783262;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CARLESSI ADM CONS LTDA;95783262;202507;3;14,85658;8;1;0;50;302;965;688;24;1451;109;93;990;315;186
CARLESSI ADM CONS LTDA;95783262;202507;4;17,23333;4;0;0;15;84;508;437;19;820;52;73;544;156;105
CARLESSI ADM CONS LTDA;95783262;202507;5;20,38044;8;0;0;59;303;1090;1390;21;2077;211;192;1653;173;595
CARLESSI ADM CONS LTDA;95783262;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CICAL ADM DE CONS LTDA;00266031;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CICAL ADM DE CONS LTDA;00266031;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CICAL ADM DE CONS LTDA;00266031;202507;3;16,03220;8;0;0;27;184;524;641;11;975;70;120;837;108;72
CICAL ADM DE CONS LTDA;00266031;202507;4;16,42800;4;0;0;3;168;406;115;3;442;43;36;532;232;37
CICAL ADM DE CONS LTDA;00266031;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CICAL ADM DE CONS LTDA;00266031;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CIMAVEL ADM CONS;13170428;202507;1;20,00000;1;0;0;0;242;125;33;2;127;22;9;1243;59;34
CIMAVEL ADM CONS;13170428;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CIMAVEL ADM CONS;13170428;202507;3;16,98011;6;0;0;57;459;1107;954;26;1876;90;95;3203;390;130
CIMAVEL ADM CONS;13170428;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CIMAVEL ADM CONS;13170428;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CIMAVEL ADM CONS;13170428;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CLUBE NAVAL;33868654;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CLUBE NAVAL;33868654;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CLUBE NAVAL;33868654;202507;3;6,50000;7;0;0;0;18;586;274;15;849;5;6;18;229;255
CLUBE NAVAL;33868654;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CLUBE NAVAL;33868654;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CLUBE NAVAL;33868654;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CNF CONS NAC LTDA;59129403;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CNF CONS NAC LTDA;59129403;202507;2;13,44255;0;0;0;0;0;44;3;0;43;4;0;41;26;14
CNF CONS NAC LTDA;59129403;202507;3;16,31849;13;0;1;9;260;4054;727;23;4191;492;98;5816;1987;904
CNF CONS NAC LTDA;59129403;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CNF CONS NAC LTDA;59129403;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CNF CONS NAC LTDA;59129403;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CNP CONSORCIO S.A. ADM CONS;05349595;202507;1;18,98023;40;0;1;1518;61884;29856;25250;324;51168;2191;1747;118543;8818;6766
CNP CONSORCIO S.A. ADM CONS;05349595;202507;2;14,97006;1;0;0;18;237;48;266;3;272;7;35;239;7;19
CNP CONSORCIO S.A. ADM CONS;05349595;202507;3;15,95171;50;0;0;218;21171;44218;5303;458;44499;4296;726;44580;23703;5662
CNP CONSORCIO S.A. ADM CONS;05349595;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CNP CONSORCIO S.A. ADM CONS;05349595;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CNP CONSORCIO S.A. ADM CONS;05349595;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COIMEX ADM CONS S.A.;27268770;202507;1;12,49264;29;0;0;770;4625;3163;17726;96;19218;163;1508;19513;407;1057
COIMEX ADM CONS S.A.;27268770;202507;2;12,27000;1;0;0;4;14;4;46;0;40;1;9;24;0;1
COIMEX ADM CONS S.A.;27268770;202507;3;11,31738;31;1;0;1186;2810;7114;18009;253;21527;928;2668;15551;1539;1134
COIMEX ADM CONS S.A.;27268770;202507;4;11,26839;8;0;0;514;1398;3240;5985;105;8124;300;801;6541;1232;571
COIMEX ADM CONS S.A.;27268770;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;9;0;0
COIMEX ADM CONS S.A.;27268770;202507;6;9,92546;2;0;0;28;323;315;335;15;528;42;80;528;92;89
CONBR ADM CONS S.A.;75770164;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONBR ADM CONS S.A.;75770164;202507;2;13,05895;16;0;0;51;192;2031;1375;25;3123;151;132;1765;700;661
CONBR ADM CONS S.A.;75770164;202507;3;15,02860;7;0;0;52;120;141;768;6;834;8;67;320;10;83
CONBR ADM CONS S.A.;75770164;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONBR ADM CONS S.A.;75770164;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONBR ADM CONS S.A.;75770164;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONBRAV ADM CONS LTDA;07336852;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONBRAV ADM CONS LTDA;07336852;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONBRAV ADM CONS LTDA;07336852;202507;3;17,89566;10;0;0;52;635;866;589;14;1273;116;66;1817;408;99
CONBRAV ADM CONS LTDA;07336852;202507;4;19,43229;16;0;0;98;617;2220;1480;51;3180;372;148;4496;739;297
CONBRAV ADM CONS LTDA;07336852;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONBRAV ADM CONS LTDA;07336852;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONESUL ADM CONS LTDA;92459213;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONESUL ADM CONS LTDA;92459213;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONESUL ADM CONS LTDA;92459213;202507;3;13,92500;2;0;0;0;60;231;30;1;214;19;28;197;164;22
CONESUL ADM CONS LTDA;92459213;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONESUL ADM CONS LTDA;92459213;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONESUL ADM CONS LTDA;92459213;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONS. NACIONAL VOLKSWAGEN LTDA.;47658539;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONS. NACIONAL VOLKSWAGEN LTDA.;47658539;202507;2;12,89288;2;0;0;154;880;146;1190;9;1222;9;105;1645;2;48
CONS. NACIONAL VOLKSWAGEN LTDA.;47658539;202507;3;20,15485;163;1;8;6467;56585;25194;52761;447;65304;3856;8795;120989;9674;3212
CONS. NACIONAL VOLKSWAGEN LTDA.;47658539;202507;4;20,95761;0;0;0;0;0;2795;189;22;2443;502;39;6163;1479;254
CONS. NACIONAL VOLKSWAGEN LTDA.;47658539;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONS. NACIONAL VOLKSWAGEN LTDA.;47658539;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
