#Nome_da_Administradora;CNPJ_da_Administradora;Data_base;Código_do_segmento;Taxa_de_administração;Quantidade_de_grupos_ativos;Quantidade_de_grupos_constituídos_no_mês;Quantidade_de_grupos_encerrados_no_mês;Quantidade_de_cotas_comercializadas_no_mês;Quantidade_de_cotas_excluídas_a_comercializar;Quantidade_acumulada_de_cotas_ativas_contempladas;Quantidade_de_cotas_ativas_não_contempladas;Quantidade_de_cotas_ativas_contempladas_no_mês;Quantidade_de_cotas_ativas_em_dia;Quantidade_de_cotas_ativas_contempladas_inadimplentes;Quantidade_de_cotas_ativas_não_contempladas_inadimplentes;Quantidade_de_cotas_excluídas;Quantidade_de_cotas_ativas_quitadas;Quantidade_de_cotas_ativas_com_crédito_pendente_de_utilização
SERRANA ADM CONSÓRCIOS LTDA.;89472310;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SERRANA ADM CONSÓRCIOS LTDA.;89472310;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SERRANA ADM CONSÓRCIOS LTDA.;89472310;202507;3;14,41440;39;0;0;16;54;1084;913;39;1627;197;173;125;287;200
SERRANA ADM CONSÓRCIOS LTDA.;89472310;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SERRANA ADM CONSÓRCIOS LTDA.;89472310;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SERRANA ADM CONSÓRCIOS LTDA.;89472310;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SERVOPA ADM CONSÓRCIOS;76515071;202507;1;21,82070;57;4;0;3842;8082;10538;56058;207;57545;1405;7646;38361;2606;2505
SERVOPA ADM CONSÓRCIOS;76515071;202507;2;13,43740;2;0;0;54;35;298;749;6;896;41;110;192;69;78
SERVOPA ADM CONSÓRCIOS;76515071;202507;3;14,06230;116;1;3;1427;997;18022;24836;518;37685;2137;3036;13195;6164;4462
SERVOPA ADM CONSÓRCIOS;76515071;202507;4;15,39760;14;0;0;96;182;3518;1475;53;4385;358;250;2422;2014;763
SERVOPA ADM CONSÓRCIOS;76515071;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SERVOPA ADM CONSÓRCIOS;76515071;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SICOOB ADM CONS LTDA.;16551061;202507;1;8,73341;87;2;0;1473;237;32903;49682;638;79502;1225;1858;34607;7805;12258
SICOOB ADM CONS LTDA.;16551061;202507;2;8,46661;16;0;0;302;78;5477;8912;161;13542;439;408;5594;650;1826
SICOOB ADM CONS LTDA.;16551061;202507;3;7,50274;275;2;0;4928;415;156057;118176;3929;264021;6156;4056;76048;53317;31232
SICOOB ADM CONS LTDA.;16551061;202507;4;7,66662;49;1;0;1025;264;25077;23201;928;45380;1521;1377;14169;8702;12084
SICOOB ADM CONS LTDA.;16551061;202507;5;13,59017;8;0;0;285;12;3155;3846;142;6416;341;244;1845;261;1007
SICOOB ADM CONS LTDA.;16551061;202507;6;9,91447;53;1;0;1068;244;13378;12876;608;24377;1206;671;5467;3777;4001
SINOSSERRA ADM CONSÓRCIOS S.A.;87852273;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SINOSSERRA ADM CONSÓRCIOS S.A.;87852273;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SINOSSERRA ADM CONSÓRCIOS S.A.;87852273;202507;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SINOSSERRA ADM CONSÓRCIOS S.A.;87852273;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SINOSSERRA ADM CONSÓRCIOS S.A.;87852273;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SINOSSERRA ADM CONSÓRCIOS S.A.;87852273;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SM ADM CONS LTDA;26253658;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SM ADM CONS LTDA;26253658;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SM ADM CONS LTDA;26253658;202507;3;16,28300;6;0;0;19;183;1262;488;23;1669;27;54;1186;774;99
SM ADM CONS LTDA;26253658;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SM ADM CONS LTDA;26253658;202507;5;20,36330;1;0;0;1;48;78;65;3;134;2;7;81;5;16
SM ADM CONS LTDA;26253658;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOLUÇÃO ADM. DE CONSÓRCIOS LTD;04058605;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOLUÇÃO ADM. DE CONSÓRCIOS LTD;04058605;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOLUÇÃO ADM. DE CONSÓRCIOS LTD;04058605;202507;3;10,00000;2;0;0;2;22;326;67;3;358;28;7;306;233;19
SOLUÇÃO ADM. DE CONSÓRCIOS LTD;04058605;202507;4;17,93140;28;0;1;69;1376;7468;2064;127;8648;625;259;9675;3972;586
SOLUÇÃO ADM. DE CONSÓRCIOS LTD;04058605;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOLUÇÃO ADM. DE CONSÓRCIOS LTD;04058605;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SPERTA ADM CONSORCIO NAC LTDA;54708839;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SPERTA ADM CONSORCIO NAC LTDA;54708839;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SPERTA ADM CONSORCIO NAC LTDA;54708839;202507;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SPERTA ADM CONSORCIO NAC LTDA;54708839;202507;4;4,60750;19;0;0;387;686;18172;11595;443;27757;612;1398;8583;9683;611
SPERTA ADM CONSORCIO NAC LTDA;54708839;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SPERTA ADM CONSORCIO NAC LTDA;54708839;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SPONCHIADO ADM CONSÓRCIOS LTDA.;87636635;202507;1;22,22941;5;0;0;38;889;809;1000;6;1391;117;301;5052;285;120
SPONCHIADO ADM CONSÓRCIOS LTDA.;87636635;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SPONCHIADO ADM CONSÓRCIOS LTDA.;87636635;202507;3;15,06561;9;0;0;46;462;1521;1390;34;2579;173;159;2188;515;193
SPONCHIADO ADM CONSÓRCIOS LTDA.;87636635;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SPONCHIADO ADM CONSÓRCIOS LTDA.;87636635;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SPONCHIADO ADM CONSÓRCIOS LTDA.;87636635;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TARRAF ADM CONS LTDA;53211488;202507;1;26,66426;3;0;0;63;250;488;1384;16;1663;58;151;2510;70;203
TARRAF ADM CONS LTDA;53211488;202507;2;16,55926;2;0;0;44;101;548;780;10;1163;64;101;952;143;95
TARRAF ADM CONS LTDA;53211488;202507;3;19,44364;9;0;0;190;304;4021;3225;114;6363;487;396;4846;1554;612
TARRAF ADM CONS LTDA;53211488;202507;4;20,60352;6;0;1;98;176;2997;1913;77;4214;407;289;3132;1210;525
TARRAF ADM CONS LTDA;53211488;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TARRAF ADM CONS LTDA;53211488;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TOYOTA ADM CONS BRASIL LTDA.;43707203;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TOYOTA ADM CONS BRASIL LTDA.;43707203;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TOYOTA ADM CONS BRASIL LTDA.;43707203;202507;3;18,16725;27;0;0;1091;381;4636;13170;211;16350;128;1328;11217;532;686
TOYOTA ADM CONS BRASIL LTDA.;43707203;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TOYOTA ADM CONS BRASIL LTDA.;43707203;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TOYOTA ADM CONS BRASIL LTDA.;43707203;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TRADIÇÃO ADM CONS. LTDA.;59956185;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TRADIÇÃO ADM CONS. LTDA.;59956185;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TRADIÇÃO ADM CONS. LTDA.;59956185;202507;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TRADIÇÃO ADM CONS. LTDA.;59956185;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TRADIÇÃO ADM CONS. LTDA.;59956185;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TRADIÇÃO ADM CONS. LTDA.;59956185;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TRIÂNGULO ADM CONS S/A;78199262;202507;1;18,01872;4;0;0;14;421;926;1508;10;2031;85;318;1790;287;160
TRIÂNGULO ADM CONS S/A;78199262;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TRIÂNGULO ADM CONS S/A;78199262;202507;3;14,26677;15;0;0;50;283;2502;1736;40;3899;200;139;1874;1094;271
TRIÂNGULO ADM CONS S/A;78199262;202507;4;17,84703;1;0;0;0;27;459;181;6;557;64;19;277;123;71
TRIÂNGULO ADM CONS S/A;78199262;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TRIÂNGULO ADM CONS S/A;78199262;202507;6;15,09936;1;0;0;0;89;196;40;4;193;32;11;158;40;30
TÁGIDE CONSÓRCIOS;05551841;202507;1;30,08330;1;0;0;0;616;34;38;0;66;3;3;1044;0;24
TÁGIDE CONSÓRCIOS;05551841;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TÁGIDE CONSÓRCIOS;05551841;202507;3;20,75480;2;0;0;8;780;128;92;2;173;33;14;1824;5;17
TÁGIDE CONSÓRCIOS;05551841;202507;4;29,21070;2;0;0;0;639;87;34;2;100;18;3;996;2;25
TÁGIDE CONSÓRCIOS;05551841;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TÁGIDE CONSÓRCIOS;05551841;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UNAFISCO-ASS NAC AUD FISC RFB;50586247;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UNAFISCO-ASS NAC AUD FISC RFB;50586247;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UNAFISCO-ASS NAC AUD FISC RFB;50586247;202507;3;5,00000;3;0;0;0;4;139;157;8;293;2;1;4;30;25
UNAFISCO-ASS NAC AUD FISC RFB;50586247;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UNAFISCO-ASS NAC AUD FISC RFB;50586247;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UNAFISCO-ASS NAC AUD FISC RFB;50586247;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UNECONSORCIO;46931655;202507;1;14,55981;3;0;0;109;46;61;1193;10;1236;3;15;80;0;41
UNECONSORCIO;46931655;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UNECONSORCIO;46931655;202507;3;10,31728;4;0;0;101;155;375;788;16;1109;22;32;273;32;80
UNECONSORCIO;46931655;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UNECONSORCIO;46931655;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UNECONSORCIO;46931655;202507;6;17,50794;1;0;0;6;20;62;64;2;105;8;13;23;15;11
UNIFISA ADM NAC CONS LTDA;60732997;202507;1;21,39572;18;0;0;489;4941;4784;6711;64;10474;266;755;37545;1739;1036
UNIFISA ADM NAC CONS LTDA;60732997;202507;2;15,78941;3;0;0;86;61;1489;684;20;1964;122;87;4160;806;84
UNIFISA ADM NAC CONS LTDA;60732997;202507;3;16,01656;24;0;0;594;3282;7544;4844;122;11191;499;698;20045;4205;731
UNIFISA ADM NAC CONS LTDA;60732997;202507;4;16,36956;7;0;0;23;260;1767;357;25;1910;153;61;4865;1089;262
UNIFISA ADM NAC CONS LTDA;60732997;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UNIFISA ADM NAC CONS LTDA;60732997;202507;6;22,57243;7;0;0;15;405;425;228;13;577;36;40;1345;215;116
UNIÃO CATARINENSE ADM CONS LTD;83553883;202507;1;19,85810;9;0;0;191;1289;1980;4414;25;5813;302;279;5483;599;189
UNIÃO CATARINENSE ADM CONS LTD;83553883;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UNIÃO CATARINENSE ADM CONS LTD;83553883;202507;3;13,96250;10;0;0;45;87;1613;1333;48;2706;149;91;863;881;127
UNIÃO CATARINENSE ADM CONS LTD;83553883;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UNIÃO CATARINENSE ADM CONS LTD;83553883;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UNIÃO CATARINENSE ADM CONS LTD;83553883;202507;6;18,16740;3;0;0;15;48;118;103;4;195;15;11;90;33;15
VALTRA ADM CONS LTDA;56360266;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALTRA ADM CONS LTDA;56360266;202507;2;13,86976;20;0;0;211;1293;12652;6182;201;16838;1158;838;9098;7095;685
VALTRA ADM CONS LTDA;56360266;202507;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALTRA ADM CONS LTDA;56360266;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALTRA ADM CONS LTDA;56360266;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALTRA ADM CONS LTDA;56360266;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VANGUARDA ADM CONS LTDA.;57236840;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VANGUARDA ADM CONS LTDA.;57236840;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VANGUARDA ADM CONS LTDA.;57236840;202507;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VANGUARDA ADM CONS LTDA.;57236840;202507;4;6,31790;2;0;0;42;24;36;332;8;335;1;32;31;0;6
VANGUARDA ADM CONS LTDA.;57236840;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VANGUARDA ADM CONS LTDA.;57236840;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VINAC ADM DE CONSÓRCIOS LTDA;49995293;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VINAC ADM DE CONSÓRCIOS LTDA;49995293;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VINAC ADM DE CONSÓRCIOS LTDA;49995293;202507;3;12,00000;126;2;3;272;53;9590;5423;254;13008;1118;887;850;4484;100
VINAC ADM DE CONSÓRCIOS LTDA;49995293;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VINAC ADM DE CONSÓRCIOS LTDA;49995293;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VINAC ADM DE CONSÓRCIOS LTDA;49995293;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VIVIANI ADM CONS NACIONAL LTDA.;22245020;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VIVIANI ADM CONS NACIONAL LTDA.;22245020;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VIVIANI ADM CONS NACIONAL LTDA.;22245020;202507;3;16,78050;7;1;0;194;327;843;595;15;1338;67;33;1764;319;79
VIVIANI ADM CONS NACIONAL LTDA.;22245020;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VIVIANI ADM CONS NACIONAL LTDA.;22245020;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VIVIANI ADM CONS NACIONAL LTDA.;22245020;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XS5 ADM CONS S.A.;40011095;202507;1;17,33217;51;0;0;5561;3618;9074;82281;499;82429;254;8672;55682;247;5757
XS5 ADM CONS S.A.;40011095;202507;2;14,13422;16;1;0;641;51;4269;11377;237;14274;333;1039;5113;151;1109
XS5 ADM CONS S.A.;40011095;202507;3;15,67864;66;3;0;5231;936;42180;80164;1935;110554;3264;8526;50402;3138;11244
XS5 ADM CONS S.A.;40011095;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XS5 ADM CONS S.A.;40011095;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XS5 ADM CONS S.A.;40011095;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
YAMAHA ADM CONS LTDA;47458153;202507;1;19,12202;16;1;0;1262;1090;1664;8446;46;9175;149;786;10627;178;625
YAMAHA ADM CONS LTDA;47458153;202507;2;14,69712;2;0;0;45;4;143;760;11;774;12;117;249;7;32
YAMAHA ADM CONS LTDA;47458153;202507;3;15,19681;55;1;0;1020;427;14319;13103;384;22363;2457;2602;17910;4175;1243
YAMAHA ADM CONS LTDA;47458153;202507;4;20,60948;203;8;5;4709;5397;72346;45450;1464;95291;13076;9429;135855;25700;4408
YAMAHA ADM CONS LTDA;47458153;202507;5;19,59157;0;0;0;374;0;5713;3622;162;7668;912;755;5077;2192;517
YAMAHA ADM CONS LTDA;47458153;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZEMA ADM. CONSÓRCIO  LTDA;23367634;202507;1;27,27010;14;0;0;635;4748;2444;6030;45;6691;376;1407;56769;570;591
ZEMA ADM. CONSÓRCIO  LTDA;23367634;202507;2;26,78488;2;0;0;49;972;48;481;2;456;5;68;3316;0;9
ZEMA ADM. CONSÓRCIO  LTDA;23367634;202507;3;23,11848;15;1;1;266;2521;3827;2228;55;4963;705;387;24677;1996;281
ZEMA ADM. CONSÓRCIO  LTDA;23367634;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZEMA ADM. CONSÓRCIO  LTDA;23367634;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZEMA ADM. CONSÓRCIO  LTDA;23367634;202507;6;23,23464;1;0;0;1;203;94;46;4;105;28;7;530;18;10
ÁPICE ADM DE CONSORCIO LTDA;03762583;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ÁPICE ADM DE CONSORCIO LTDA;03762583;202507;2;15,43910;9;0;0;72;479;2037;3480;28;4844;236;437;1185;612;20
ÁPICE ADM DE CONSORCIO LTDA;03762583;202507;3;13,40191;2;0;0;0;53;592;142;2;667;59;8;140;392;7
ÁPICE ADM DE CONSORCIO LTDA;03762583;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ÁPICE ADM DE CONSORCIO LTDA;03762583;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ÁPICE ADM DE CONSORCIO LTDA;03762583;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ÂNCORA ADM CONS S.A.;60375243;202507;1;23,72123;14;0;0;1375;4187;2255;13248;33;13735;198;1570;22463;716;474
ÂNCORA ADM CONS S.A.;60375243;202507;2;13,42796;8;1;0;590;3414;1294;5232;39;5863;156;507;6076;345;145
ÂNCORA ADM CONS S.A.;60375243;202507;3;18,37981;30;0;0;3171;16702;13517;18179;268;26834;2469;2393;37107;4383;1173
ÂNCORA ADM CONS S.A.;60375243;202507;4;20,33560;25;0;0;2712;1811;8056;19814;116;24775;598;2497;64011;5490;515
ÂNCORA ADM CONS S.A.;60375243;202507;5;22,00478;12;0;0;503;3343;4917;4246;108;7688;815;660;16815;2445;686
ÂNCORA ADM CONS S.A.;60375243;202507;6;22,60424;2;0;0;40;67;326;189;8;416;79;20;910;163;48
