#Nome_da_Administradora;CNPJ_da_Administradora;Data_base;Código_do_grupo;Código_do_segmento;Número_da_assembléia_geral_ordinária;Valor_médio_do_bem;Índice_de_correção;Taxa_de_administração;Prazo_do_grupo_em_meses;Quantidade_de_cotas_ativas_em_dia;Quantidade_de_cotas_ativas_contempladas_inadimplentes;Quantidade_de_cotas_ativas_não_contempladas_inadimplentes;Quantidade_de_cotas_ativas_contempladas_no_mês;Quantidade_de_cotas_excluídas;Quantidade_de_cotas_ativas_quitadas;Quantidade_de_cotas_ativas_com_crédito_pendente_de_utilização
BRADESCO CONS. LTDA.                                        ;52568821;202506;00723;1;133;109309,05;3;16,27301;180;688;19;8;5;1016;286;85
BRADESCO CONS. LTDA.                                        ;52568821;202506;00724;1;133;111842,22;3;16,70433;180;683;22;11;7;984;284;76
BRADESCO CONS. LTDA.                                        ;52568821;202506;00725;1;132;104837,28;3;16,72807;180;692;19;5;2;978;305;79
BRADESCO CONS. LTDA.                                        ;52568821;202506;00726;1;131;105249,22;3;16,39204;180;688;25;3;4;943;272;80
BRADESCO CONS. LTDA.                                        ;52568821;202506;00727;1;131;104934,43;3;16,53854;180;673;22;3;5;946;259;82
BRADESCO CONS. LTDA.                                        ;52568821;202506;00728;1;131;106471,85;3;16,39504;180;677;20;8;6;962;258;83
BRADESCO CONS. LTDA.                                        ;52568821;202506;00729;1;131;104014,70;3;16,12281;180;653;25;6;7;1008;260;85
BRADESCO CONS. LTDA.                                        ;52568821;202506;00730;1;130;105935,04;3;16,58744;180;629;17;3;4;964;236;71
BRADESCO CONS. LTDA.                                        ;52568821;202506;00731;1;130;105395,51;3;16,50031;180;626;17;0;5;1063;236;86
BRADESCO CONS. LTDA.                                        ;52568821;202506;00732;1;130;104433,57;3;16,28863;180;673;15;7;4;1005;256;76
BRADESCO CONS. LTDA.                                        ;52568821;202506;00733;1;130;105832,48;3;16,65135;180;600;24;5;3;1008;252;68
BRADESCO CONS. LTDA.                                        ;52568821;202506;00734;1;130;103303,99;3;16,33911;180;607;18;4;3;889;243;71
BRADESCO CONS. LTDA.                                        ;52568821;202506;00735;1;129;104438,53;3;16,49248;180;598;20;7;5;906;237;68
BRADESCO CONS. LTDA.                                        ;52568821;202506;00736;1;129;106342,14;3;16,53761;180;629;26;7;1;872;217;82
BRADESCO CONS. LTDA.                                        ;52568821;202506;00737;1;129;105357,30;3;16,55275;180;602;13;3;4;940;231;75
BRADESCO CONS. LTDA.                                        ;52568821;202506;00738;1;129;104269,59;3;16,69583;180;583;14;3;1;1062;220;66
BRADESCO CONS. LTDA.                                        ;52568821;202506;00739;1;129;102267,87;3;16,44934;180;581;21;4;6;944;243;72
BRADESCO CONS. LTDA.                                        ;52568821;202506;00740;1;129;106020,46;3;16,75265;180;569;16;0;3;1066;214;67
BRADESCO CONS. LTDA.                                        ;52568821;202506;00741;1;129;104160,59;3;16,54227;180;620;24;3;4;982;250;66
BRADESCO CONS. LTDA.                                        ;52568821;202506;00742;1;129;104571,34;3;16,85016;180;594;31;7;4;932;223;64
BRADESCO CONS. LTDA.                                        ;52568821;202506;00743;1;128;111236,04;3;16,26752;180;682;13;7;7;957;241;89
BRADESCO CONS. LTDA.                                        ;52568821;202506;00744;1;128;105101,13;3;16,40323;180;596;18;5;6;1047;241;65
BRADESCO CONS. LTDA.                                        ;52568821;202506;00745;1;128;104790,76;3;16,15902;180;595;16;4;5;1094;249;70
BRADESCO CONS. LTDA.                                        ;52568821;202506;00746;1;128;106589,95;3;16,42691;180;606;19;3;4;1044;239;67
BRADESCO CONS. LTDA.                                        ;52568821;202506;00747;1;128;105287,84;3;16,32484;180;605;19;2;6;1019;248;69
BRADESCO CONS. LTDA.                                        ;52568821;202506;00748;1;128;109914,48;3;16,32581;180;669;20;10;4;1104;227;84
BRADESCO CONS. LTDA.                                        ;52568821;202506;00749;1;126;109010,92;3;16,39815;180;632;19;4;6;1091;226;77
BRADESCO CONS. LTDA.                                        ;52568821;202506;00750;1;126;104892,06;3;16,72165;180;578;21;6;6;1175;235;77
BRADESCO CONS. LTDA.                                        ;52568821;202506;00751;1;126;104876,93;3;16,69675;180;585;29;4;3;1016;223;77
BRADESCO CONS. LTDA.                                        ;52568821;202506;00752;1;126;105701,68;3;16,46895;180;594;13;2;3;1069;219;80
BRADESCO CONS. LTDA.                                        ;52568821;202506;00753;1;126;104851,18;3;16,54689;180;625;14;5;5;1039;232;77
BRADESCO CONS. LTDA.                                        ;52568821;202506;00754;1;126;104895,52;3;16,75631;180;571;20;2;4;1152;236;72
BRADESCO CONS. LTDA.                                        ;52568821;202506;00755;1;126;106965,33;3;16,63254;180;607;15;5;3;932;244;79
BRADESCO CONS. LTDA.                                        ;52568821;202506;00756;1;125;111875,60;3;16,80796;180;593;21;8;5;1054;235;64
BRADESCO CONS. LTDA.                                        ;52568821;202506;00757;1;125;107761,80;3;16,74792;180;623;19;6;2;968;234;68
BRADESCO CONS. LTDA.                                        ;52568821;202506;00758;1;124;107285,27;3;16,73702;180;575;17;5;4;919;239;70
BRADESCO CONS. LTDA.                                        ;52568821;202506;00759;1;124;105540,03;3;16,53966;180;656;15;1;4;1008;234;71
BRADESCO CONS. LTDA.                                        ;52568821;202506;00760;1;123;104880,17;3;16,49901;180;586;19;2;7;1070;202;89
BRADESCO CONS. LTDA.                                        ;52568821;202506;00761;1;123;105246,94;3;16,58747;180;644;16;3;4;1009;235;95
BRADESCO CONS. LTDA.                                        ;52568821;202506;00762;1;122;104516,74;3;16,51962;180;658;18;7;6;1033;234;83
BRADESCO CONS. LTDA.                                        ;52568821;202506;00763;1;122;107414,34;3;16,49452;180;590;16;15;7;1178;192;87
BRADESCO CONS. LTDA.                                        ;52568821;202506;00764;1;122;102137,81;3;16,31674;180;617;26;8;4;1233;212;85
BRADESCO CONS. LTDA.                                        ;52568821;202506;00765;1;122;102462,92;3;16,24696;180;624;28;6;4;1171;205;81
BRADESCO CONS. LTDA.                                        ;52568821;202506;00766;1;122;105438,33;3;16,45496;180;596;26;13;5;1035;194;74
BRADESCO CONS. LTDA.                                        ;52568821;202506;00767;1;122;105971,77;3;17,06107;180;589;18;7;7;998;221;78
BRADESCO CONS. LTDA.                                        ;52568821;202506;00768;1;121;108973,84;3;16,26952;180;621;17;10;5;1127;206;74
BRADESCO CONS. LTDA.                                        ;52568821;202506;00769;1;121;105610,19;3;16,11502;180;629;25;11;8;1180;197;79
BRADESCO CONS. LTDA.                                        ;52568821;202506;00770;1;121;103919,14;3;16,40699;180;583;24;8;4;1114;201;77
BRADESCO CONS. LTDA.                                        ;52568821;202506;00771;1;121;105296,46;3;16,34058;180;597;28;13;4;1149;201;70
BRADESCO CONS. LTDA.                                        ;52568821;202506;00772;1;121;106782,77;3;16,18625;180;589;19;10;4;1077;225;54
BRADESCO CONS. LTDA.                                        ;52568821;202506;00773;1;121;106232,78;3;16,31697;180;600;17;7;4;1129;201;86
BRADESCO CONS. LTDA.                                        ;52568821;202506;00774;1;120;97304,02;3;16,44138;180;574;22;7;3;1223;181;81
BRADESCO CONS. LTDA.                                        ;52568821;202506;00775;1;120;99585,65;3;16,66771;180;581;12;14;5;1160;174;87
BRADESCO CONS. LTDA.                                        ;52568821;202506;00776;1;120;97346,96;3;16,36902;180;585;19;6;4;1237;193;68
BRADESCO CONS. LTDA.                                        ;52568821;202506;00777;1;120;95547,35;3;16,65567;180;571;23;6;5;1286;206;73
BRADESCO CONS. LTDA.                                        ;52568821;202506;00778;1;120;98771,70;3;16,26536;180;636;16;9;5;1310;193;94
BRADESCO CONS. LTDA.                                        ;52568821;202506;00779;1;120;98535,45;3;16,61157;180;604;17;10;7;1196;200;77
BRADESCO CONS. LTDA.                                        ;52568821;202506;00780;1;120;95780,38;3;16,25694;180;623;18;7;5;1157;191;86
BRADESCO CONS. LTDA.                                        ;52568821;202506;00781;1;120;97482,01;3;16,22036;180;588;25;6;4;1219;209;70
BRADESCO CONS. LTDA.                                        ;52568821;202506;00782;1;119;99937,93;3;16,76471;180;630;13;6;5;1008;199;77
BRADESCO CONS. LTDA.                                        ;52568821;202506;00783;1;119;99200,08;3;16,78508;180;628;10;12;6;1097;206;88
BRADESCO CONS. LTDA.                                        ;52568821;202506;00784;1;118;100986,75;3;16,33652;180;636;14;10;3;1167;202;83
BRADESCO CONS. LTDA.                                        ;52568821;202506;00785;1;118;97394,92;3;16,52773;180;621;24;4;6;1228;184;81
BRADESCO CONS. LTDA.                                        ;52568821;202506;00786;1;118;97624,18;3;16,62398;180;632;21;6;8;1057;203;82
BRADESCO CONS. LTDA.                                        ;52568821;202506;00787;1;118;98599,27;3;16,47703;180;669;22;10;5;1220;172;97
BRADESCO CONS. LTDA.                                        ;52568821;202506;00788;1;117;98032,45;3;16,73553;180;608;13;15;4;1247;174;90
BRADESCO CONS. LTDA.                                        ;52568821;202506;00789;1;117;99980,30;3;16,75637;180;617;17;17;4;1285;173;93
BRADESCO CONS. LTDA.                                        ;52568821;202506;00790;1;117;99072,02;3;16,59063;180;582;28;9;4;1275;155;81
BRADESCO CONS. LTDA.                                        ;52568821;202506;00791;1;117;100784,59;3;16,55831;180;638;22;14;6;1250;168;87
BRADESCO CONS. LTDA.                                        ;52568821;202506;00792;1;117;99788,32;3;16,68305;180;611;24;8;6;1257;154;93
BRADESCO CONS. LTDA.                                        ;52568821;202506;00793;1;117;97880,09;3;16,76629;180;669;28;6;5;1239;170;104
BRADESCO CONS. LTDA.                                        ;52568821;202506;00794;1;116;102004,84;3;16,46633;180;657;20;6;7;1285;168;92
BRADESCO CONS. LTDA.                                        ;52568821;202506;00795;1;116;99658,33;3;16,64402;180;629;21;11;4;1320;176;94
BRADESCO CONS. LTDA.                                        ;52568821;202506;00796;1;116;102181,38;3;16,60360;180;639;21;6;4;1267;175;103
BRADESCO CONS. LTDA.                                        ;52568821;202506;00797;1;116;102769,46;3;16,77387;180;627;29;10;7;1459;172;92
BRADESCO CONS. LTDA.                                        ;52568821;202506;00798;1;116;99919,63;3;16,95275;180;626;18;10;4;1115;214;89
BRADESCO CONS. LTDA.                                        ;52568821;202506;00799;1;115;103896,47;3;16,60860;180;655;24;7;5;1483;191;90
BRADESCO CONS. LTDA.                                        ;52568821;202506;00800;1;115;101496,07;3;16,95403;180;619;25;11;7;1381;196;86
BRADESCO CONS. LTDA.                                        ;52568821;202506;00801;1;115;100959,18;3;16,84906;180;625;18;9;3;1482;201;84
BRADESCO CONS. LTDA.                                        ;52568821;202506;00802;1;115;101450,49;3;16,68907;180;636;25;7;5;1574;180;90
BRADESCO CONS. LTDA.                                        ;52568821;202506;00803;1;115;98787,15;3;16,81557;180;663;27;10;6;1284;178;82
BRADESCO CONS. LTDA.                                        ;52568821;202506;00804;1;115;101280,73;3;16,81444;180;642;31;9;5;1311;182;102
BRADESCO CONS. LTDA.                                        ;52568821;202506;00805;1;114;101117,56;3;17,16128;180;680;20;5;3;1438;210;80
BRADESCO CONS. LTDA.                                        ;52568821;202506;00806;1;114;101409,78;3;16,85957;180;666;19;9;3;1746;195;108
BRADESCO CONS. LTDA.                                        ;52568821;202506;00807;1;114;101093,84;3;17,39901;180;681;21;8;8;1320;216;104
BRADESCO CONS. LTDA.                                        ;52568821;202506;00808;1;113;104502,71;3;17,59589;180;673;21;11;6;1450;194;99
BRADESCO CONS. LTDA.                                        ;52568821;202506;00809;1;113;104056,01;3;17,43655;180;657;28;7;5;1455;196;87
BRADESCO CONS. LTDA.                                        ;52568821;202506;00810;1;112;104306,10;3;17,47867;180;659;21;14;6;1614;188;106
BRADESCO CONS. LTDA.                                        ;52568821;202506;00811;1;112;106115,05;3;17,64156;180;681;27;11;4;1617;210;109
BRADESCO CONS. LTDA.                                        ;52568821;202506;00812;1;111;125564,41;3;17,15810;180;651;16;6;4;1022;160;102
BRADESCO CONS. LTDA.                                        ;52568821;202506;00813;1;111;128038,72;3;17,28784;180;643;19;13;6;1054;162;88
BRADESCO CONS. LTDA.                                        ;52568821;202506;00814;1;110;277879,43;3;18,27937;180;515;18;5;3;659;184;71
BRADESCO CONS. LTDA.                                        ;52568821;202506;00815;1;110;126299,21;3;17,21359;180;680;23;11;6;938;182;82
BRADESCO CONS. LTDA.                                        ;52568821;202506;00816;1;109;126896,06;3;17,47674;180;672;18;15;5;933;177;91
BRADESCO CONS. LTDA.                                        ;52568821;202506;00817;1;108;255344,48;3;18,30668;180;514;18;7;3;736;148;76
BRADESCO CONS. LTDA.                                        ;52568821;202506;00818;1;109;142133,83;3;17,86344;200;715;16;31;7;1084;155;106
BRADESCO CONS. LTDA.                                        ;52568821;202506;00819;1;108;129468,51;3;16,96598;200;619;17;19;4;1101;103;84
BRADESCO CONS. LTDA.                                        ;52568821;202506;00820;1;108;128920,81;3;17,28693;200;631;19;15;5;1111;120;86
BRADESCO CONS. LTDA.                                        ;52568821;202506;00821;1;108;128146,87;3;17,46118;200;620;19;14;5;1141;119;81
BRADESCO CONS. LTDA.                                        ;52568821;202506;00822;1;108;127275,27;3;17,31266;200;623;14;13;4;1239;137;94
BRADESCO CONS. LTDA.                                        ;52568821;202506;00823;1;108;124327,50;3;17,37598;200;572;7;18;5;1172;109;76
BRADESCO CONS. LTDA.                                        ;52568821;202506;00824;1;108;123740,50;3;17,32563;200;553;14;12;5;1186;113;75
BRADESCO CONS. LTDA.                                        ;52568821;202506;00825;1;108;124324,14;3;17,55267;200;570;19;13;2;1041;130;79
BRADESCO CONS. LTDA.                                        ;52568821;202506;00826;1;107;125126,27;3;17,02106;200;600;14;11;4;803;138;83
BRADESCO CONS. LTDA.                                        ;52568821;202506;00827;1;106;130673,44;3;17,02230;200;565;15;21;5;1041;122;88
BRADESCO CONS. LTDA.                                        ;52568821;202506;00828;1;107;130236,12;3;17,31036;200;550;17;19;3;898;142;76
BRADESCO CONS. LTDA.                                        ;52568821;202506;00829;1;104;128252,63;3;16,65803;200;543;20;15;5;1166;99;64
BRADESCO CONS. LTDA.                                        ;52568821;202506;00830;1;104;599375,39;3;16,83008;200;672;21;14;6;775;116;79
BRADESCO CONS. LTDA.                                        ;52568821;202506;00831;1;105;124470,27;3;17,54204;200;534;12;13;4;1059;103;82
BRADESCO CONS. LTDA.                                        ;52568821;202506;00832;1;105;129376,56;3;16,54728;200;653;12;11;8;1072;120;84
BRADESCO CONS. LTDA.                                        ;52568821;202506;00833;1;105;134260,68;3;17,04757;200;656;8;18;6;1125;102;88
BRADESCO CONS. LTDA.                                        ;52568821;202506;00834;1;105;127863,46;3;17,10478;200;575;14;12;4;1094;94;67
BRADESCO CONS. LTDA.                                        ;52568821;202506;00835;1;105;126786,23;3;17,22231;200;545;19;12;5;1144;92;73
BRADESCO CONS. LTDA.                                        ;52568821;202506;00836;1;105;124785,66;3;17,04212;200;633;19;9;3;1172;105;76
BRADESCO CONS. LTDA.                                        ;52568821;202506;00837;1;104;128752,64;3;16,80765;200;575;16;9;8;1160;97;77
BRADESCO CONS. LTDA.                                        ;52568821;202506;00838;1;104;127405,60;3;16,93544;200;548;19;14;7;1121;90;81
BRADESCO CONS. LTDA.                                        ;52568821;202506;00839;1;104;131666,82;3;16,71021;200;592;12;19;6;1161;100;85
BRADESCO CONS. LTDA.                                        ;52568821;202506;00840;1;104;129356,49;3;17,51640;200;568;10;17;5;1058;95;81
BRADESCO CONS. LTDA.                                        ;52568821;202506;00841;1;104;129154,61;3;17,07434;200;545;12;15;8;1202;101;86
BRADESCO CONS. LTDA.                                        ;52568821;202506;00842;1;103;130649,47;3;16,67300;200;541;11;14;6;1220;111;61
BRADESCO CONS. LTDA.                                        ;52568821;202506;00843;1;103;132815,92;3;17,28454;200;624;18;17;6;1261;107;75
BRADESCO CONS. LTDA.                                        ;52568821;202506;00844;1;103;627691,31;3;17,40538;200;714;11;28;10;1010;133;89
BRADESCO CONS. LTDA.                                        ;52568821;202506;00845;1;103;127509,36;3;17,04991;200;516;15;8;8;1353;95;76
BRADESCO CONS. LTDA.                                        ;52568821;202506;00846;1;103;130470,55;3;17,05441;200;600;11;12;6;1350;103;74
BRADESCO CONS. LTDA.                                        ;52568821;202506;00847;1;103;129498,07;3;17,33674;200;571;14;17;7;1187;99;91
BRADESCO CONS. LTDA.                                        ;52568821;202506;00848;1;103;133227,70;3;16,93259;200;626;11;16;8;1381;95;97
BRADESCO CONS. LTDA.                                        ;52568821;202506;00849;1;103;131322,54;3;17,30236;200;575;18;18;9;1222;104;88
BRADESCO CONS. LTDA.                                        ;52568821;202506;00850;1;103;129425,88;3;17,10242;200;525;10;10;5;1152;92;68
BRADESCO CONS. LTDA.                                        ;52568821;202506;00851;1;103;131201,88;3;17,44986;200;553;16;11;6;1150;121;71
BRADESCO CONS. LTDA.                                        ;52568821;202506;00852;1;102;131902,38;3;17,14179;200;622;14;23;6;1038;126;89
BRADESCO CONS. LTDA.                                        ;52568821;202506;00853;1;101;132250,09;3;17,11312;200;620;14;11;8;1090;94;78
BRADESCO CONS. LTDA.                                        ;52568821;202506;00854;1;101;132686,97;3;16,77051;200;651;12;22;5;1206;111;83
BRADESCO CONS. LTDA.                                        ;52568821;202506;00855;1;100;134976,14;3;16,73712;200;645;25;7;8;1274;102;84
BRADESCO CONS. LTDA.                                        ;52568821;202506;00856;1;100;139756,93;3;16,91036;200;737;11;5;10;1273;83;86
BRADESCO CONS. LTDA.                                        ;52568821;202506;00857;1;99;131419,06;3;16,98089;200;562;11;13;5;1208;101;77
BRADESCO CONS. LTDA.                                        ;52568821;202506;00858;1;99;130205,37;3;17,11613;200;591;15;14;6;1066;92;78
BRADESCO CONS. LTDA.                                        ;52568821;202506;00859;1;99;129932,57;3;16,89590;200;541;9;11;8;1197;88;86
BRADESCO CONS. LTDA.                                        ;52568821;202506;00860;1;98;144353,17;3;17,75536;200;755;14;19;7;1258;103;77
BRADESCO CONS. LTDA.                                        ;52568821;202506;00861;1;98;139807,79;3;16,62213;200;617;17;18;7;1485;86;77
BRADESCO CONS. LTDA.                                        ;52568821;202506;00862;1;98;138497,14;3;16,51601;200;602;18;17;10;1311;85;76
BRADESCO CONS. LTDA.                                        ;52568821;202506;00863;1;97;137258,11;3;16,54884;200;577;13;14;4;1367;67;79
BRADESCO CONS. LTDA.                                        ;52568821;202506;00864;1;97;136605,27;3;17,17205;200;584;14;8;6;1338;85;93
BRADESCO CONS. LTDA.                                        ;52568821;202506;00865;1;97;132299,48;3;16,68801;200;533;15;11;6;1306;71;84
BRADESCO CONS. LTDA.                                        ;52568821;202506;00866;1;97;140861,02;3;16,68165;200;653;17;10;6;1383;95;76
BRADESCO CONS. LTDA.                                        ;52568821;202506;00867;1;96;123958,80;3;17,35993;200;521;14;9;7;1329;66;81
BRADESCO CONS. LTDA.                                        ;52568821;202506;00868;1;96;120980,88;3;17,61373;200;503;20;8;4;1499;77;72
BRADESCO CONS. LTDA.                                        ;52568821;202506;00869;1;96;126389,67;3;17,26772;200;546;18;6;9;1389;81;81
BRADESCO CONS. LTDA.                                        ;52568821;202506;00870;1;96;122241,87;3;17,32839;200;506;12;10;8;1340;90;85
BRADESCO CONS. LTDA.                                        ;52568821;202506;00871;1;95;128601,59;3;17,23595;200;541;16;13;5;1363;83;79
BRADESCO CONS. LTDA.                                        ;52568821;202506;00872;1;95;128254,09;3;17,22137;200;565;11;16;8;1382;79;77
BRADESCO CONS. LTDA.                                        ;52568821;202506;00873;1;95;124546,09;3;17,33377;200;505;24;17;7;1450;72;70
BRADESCO CONS. LTDA.                                        ;52568821;202506;00874;1;95;126561,66;3;17,04769;200;510;17;13;8;1531;72;87
BRADESCO CONS. LTDA.                                        ;52568821;202506;00875;1;94;127257,53;3;17,14756;200;551;13;13;4;1512;82;80
BRADESCO CONS. LTDA.                                        ;52568821;202506;00876;1;94;125999,65;3;17,22746;200;508;18;9;3;1495;64;72
BRADESCO CONS. LTDA.                                        ;52568821;202506;00877;1;94;131344,56;3;16,76467;200;684;14;20;10;1415;73;95
BRADESCO CONS. LTDA.                                        ;52568821;202506;00878;1;93;129540,56;3;17,36384;200;599;10;14;6;1501;69;87
BRADESCO CONS. LTDA.                                        ;52568821;202506;00879;1;91;127249,37;3;17,19371;200;578;11;14;6;1566;73;82
BRADESCO CONS. LTDA.                                        ;52568821;202506;00880;1;91;129751,19;3;17,20492;200;544;15;10;10;1490;85;76
BRADESCO CONS. LTDA.                                        ;52568821;202506;00881;1;91;128294,26;3;17,02484;200;562;11;6;8;1664;50;76
BRADESCO CONS. LTDA.                                        ;52568821;202506;00882;1;91;132296,27;3;17,28796;200;664;9;10;7;1547;57;95
BRADESCO CONS. LTDA.                                        ;52568821;202506;00883;1;91;124808,23;3;17,20735;200;536;15;14;5;1695;56;91
BRADESCO CONS. LTDA.                                        ;52568821;202506;00884;1;90;127925,76;3;17,45184;200;530;14;11;7;1540;65;78
BRADESCO CONS. LTDA.                                        ;52568821;202506;00885;1;90;129374,01;3;17,73647;200;545;14;10;9;1500;54;86
BRADESCO CONS. LTDA.                                        ;52568821;202506;00886;1;90;130439,56;3;17,68545;200;622;8;8;8;1331;64;80
BRADESCO CONS. LTDA.                                        ;52568821;202506;00887;1;89;130638,17;3;17,69969;200;583;12;21;6;1356;58;79
BRADESCO CONS. LTDA.                                        ;52568821;202506;00888;1;88;133605,97;3;17,40174;200;590;15;21;4;1216;61;77
BRADESCO CONS. LTDA.                                        ;52568821;202506;00889;1;87;129828,99;3;17,69466;200;552;10;15;6;1229;65;66
BRADESCO CONS. LTDA.                                        ;52568821;202506;00890;1;87;130074,73;3;17,06364;200;575;11;7;7;1095;64;92
BRADESCO CONS. LTDA.                                        ;52568821;202506;00891;1;86;132995,70;3;17,04889;200;533;5;19;5;1254;67;75
BRADESCO CONS. LTDA.                                        ;52568821;202506;00892;1;84;239417,95;3;15,85448;200;563;7;17;6;574;58;73
BRADESCO CONS. LTDA.                                        ;52568821;202506;00893;1;82;249436,62;3;17,36778;200;563;6;17;2;670;55;61
BRADESCO CONS. LTDA.                                        ;52568821;202506;00894;1;84;117614,09;3;18,30255;200;531;14;11;6;1301;51;85
BRADESCO CONS. LTDA.                                        ;52568821;202506;00895;1;83;123998,40;3;17,69941;200;612;10;22;7;1318;48;76
BRADESCO CONS. LTDA.                                        ;52568821;202506;00896;1;83;121611,61;3;17,79186;200;551;12;17;8;1217;50;80
BRADESCO CONS. LTDA.                                        ;52568821;202506;00897;1;83;120430,94;3;18,06912;200;526;11;20;4;1345;45;68
BRADESCO CONS. LTDA.                                        ;52568821;202506;00898;1;82;125703,80;3;17,30146;200;543;8;10;3;1211;67;69
BRADESCO CONS. LTDA.                                        ;52568821;202506;00899;1;81;125816,67;3;17,50151;200;526;11;14;2;1316;56;74
BRADESCO CONS. LTDA.                                        ;52568821;202506;00900;1;80;127303,20;3;17,90419;200;651;12;27;7;1531;51;92
BRADESCO CONS. LTDA.                                        ;52568821;202506;00901;1;80;124566,62;3;18,58917;200;573;8;32;8;1530;39;87
BRADESCO CONS. LTDA.                                        ;52568821;202506;00902;1;78;124163,94;3;17,03985;200;652;14;17;6;1644;48;95
BRADESCO CONS. LTDA.                                        ;52568821;202506;00903;1;74;153192,59;3;17,52833;200;595;18;14;3;1192;37;64
BRADESCO CONS. LTDA.                                        ;52568821;202506;00904;1;73;151021,55;3;17,49446;200;552;14;15;4;1220;48;74
BRADESCO CONS. LTDA.                                        ;52568821;202506;00905;1;72;253054,54;3;19,56357;200;544;9;30;11;852;25;72
BRADESCO CONS. LTDA.                                        ;52568821;202506;00906;1;72;144947,00;3;17,61871;200;644;8;21;5;1095;38;69
BRADESCO CONS. LTDA.                                        ;52568821;202506;00907;1;71;169288,52;3;17,87220;200;557;12;18;6;941;27;63
BRADESCO CONS. LTDA.                                        ;52568821;202506;00908;1;72;167720,80;3;18,00343;200;527;12;18;4;1026;46;68
BRADESCO CONS. LTDA.                                        ;52568821;202506;00909;1;71;168374,54;3;17,66806;200;528;15;24;6;1011;35;72
BRADESCO CONS. LTDA.                                        ;52568821;202506;00910;1;70;172264,98;3;18,25705;200;545;11;20;7;1099;29;68
BRADESCO CONS. LTDA.                                        ;52568821;202506;00911;1;69;177973,33;3;17,43633;200;591;9;38;10;1113;34;74
BRADESCO CONS. LTDA.                                        ;52568821;202506;00912;1;67;194756,11;3;19,00137;200;725;12;30;6;973;41;82
BRADESCO CONS. LTDA.                                        ;52568821;202506;00913;1;68;123279,23;3;18,38612;200;740;11;36;10;1315;42;92
BRADESCO CONS. LTDA.                                        ;52568821;202506;00914;1;67;138063,77;3;17,59180;200;594;10;24;8;1204;28;81
BRADESCO CONS. LTDA.                                        ;52568821;202506;00915;1;67;137072,05;3;17,06318;200;547;12;16;4;1072;27;66
BRADESCO CONS. LTDA.                                        ;52568821;202506;00916;1;66;138392,23;3;17,65278;200;662;10;29;10;1210;30;81
BRADESCO CONS. LTDA.                                        ;52568821;202506;00917;1;66;134664,15;3;16,98420;200;557;10;16;6;1211;22;67
BRADESCO CONS. LTDA.                                        ;52568821;202506;00918;1;65;133625,89;3;16,96658;200;513;9;22;7;980;32;66
BRADESCO CONS. LTDA.                                        ;52568821;202506;00919;1;65;143552,28;3;17,27999;200;689;4;31;7;928;44;78
BRADESCO CONS. LTDA.                                        ;52568821;202506;00920;1;64;130739,09;3;16,32122;200;537;9;29;3;1058;32;64
BRADESCO CONS. LTDA.                                        ;52568821;202506;00921;1;64;132662,82;3;17,06169;200;531;11;25;3;1132;35;70
BRADESCO CONS. LTDA.                                        ;52568821;202506;00922;1;64;133549,53;3;17,85696;200;511;14;24;6;1115;43;70
BRADESCO CONS. LTDA.                                        ;52568821;202506;00923;1;62;132678,27;3;18,13127;200;604;11;40;7;1274;46;77
BRADESCO CONS. LTDA.                                        ;52568821;202506;00924;1;58;148610,95;3;19,42575;192;562;7;34;5;1509;23;72
BRADESCO CONS. LTDA.                                        ;52568821;202506;00925;1;58;149946,98;3;19,45706;192;574;7;25;5;1622;15;66
BRADESCO CONS. LTDA.                                        ;52568821;202506;00926;1;58;148779,37;3;18,54626;192;580;9;29;4;1492;21;75
BRADESCO CONS. LTDA.                                        ;52568821;202506;00927;1;58;145864,87;3;19,04103;192;617;7;33;6;1422;19;80
BRADESCO CONS. LTDA.                                        ;52568821;202506;00928;1;58;149058,11;3;19,71530;192;578;5;26;8;1624;21;72
BRADESCO CONS. LTDA.                                        ;52568821;202506;00929;1;57;146537,34;3;19,55468;192;558;13;27;5;1578;30;70
BRADESCO CONS. LTDA.                                        ;52568821;202506;00930;1;57;152477,56;3;20,58076;192;609;8;27;5;1495;12;71
BRADESCO CONS. LTDA.                                        ;52568821;202506;00931;1;56;142990,27;3;20,49348;192;543;8;32;4;1736;12;64
BRADESCO CONS. LTDA.                                        ;52568821;202506;00932;1;56;149889,64;3;20,01709;192;558;3;36;6;1854;18;72
BRADESCO CONS. LTDA.                                        ;52568821;202506;00933;1;55;151330,05;3;19,35948;192;593;9;31;8;1927;27;67
BRADESCO CONS. LTDA.                                        ;52568821;202506;00934;1;55;145845,46;3;20,78444;192;540;14;40;8;1677;19;71
BRADESCO CONS. LTDA.                                        ;52568821;202506;00935;1;55;156378,94;3;20,13410;192;604;13;31;8;1751;19;70
BRADESCO CONS. LTDA.                                        ;52568821;202506;00936;1;54;148408,00;3;19,43706;192;781;6;25;8;1607;22;77
BRADESCO CONS. LTDA.                                        ;52568821;202506;00937;1;53;154432,88;3;20,88135;192;667;9;30;7;1684;12;87
BRADESCO CONS. LTDA.                                        ;52568821;202506;00938;1;49;141728,24;3;19,77667;192;632;10;31;7;1717;16;65
BRADESCO CONS. LTDA.                                        ;52568821;202506;00939;1;49;140947,48;3;20,05100;192;627;7;35;4;1762;13;73
BRADESCO CONS. LTDA.                                        ;52568821;202506;00940;1;49;140902,95;3;19,66579;192;632;2;31;4;1853;8;66
