#Data_base;CNPJ_da_Administradora;Nome_da_Administradora;Código_do_segmento;Unidade_da_Federação_do_consorciado;Quantidade_de_consorciados_ativos_contemplados_por_lance;Quantidade_de_consorciados_ativos_contemplados_por_sorteio;Quantidade_de_consorciados_ativos_não_contemplados;Quantidade_de_consorciados_excluídos_contemplados;Quantidade_de_consorciados_excluídos_não_contemplados;Quantidade_de_consorciados_ativos_contemplados_por_lance_no_trimestre;Quantidade_de_consorciados_ativos_contemplados_por_sorteio_no_trimestre;Quantidade_de_consorciados_excluídos_contemplados_no_trimestre;Quantidade_de_adesões_no_trimestre
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;AC;17;9;61;13;228;1;0;1;9
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;AC;0;1;2;0;0;0;0;0;0
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;AC;127;32;191;41;266;5;5;9;23
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;AC;87;4;21;3;84;14;0;0;13
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;AL;112;52;384;48;805;5;2;2;92
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;AL;7;0;16;0;15;2;0;0;1
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;AL;518;119;804;98;1099;33;15;25;131
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;AL;77;5;193;8;375;1;0;0;15
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;AM;197;102;921;147;2978;23;8;3;172
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;AM;18;2;48;2;57;2;0;0;0
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;AM;1179;294;1692;271;2829;65;33;82;206
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;AM;118;13;261;26;844;23;2;4;25
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;AP;16;14;131;13;420;0;0;1;20
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;AP;5;0;6;1;13;0;0;0;0
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;AP;157;56;282;47;624;6;9;13;18
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;AP;19;6;63;3;228;0;1;0;1
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;BA;1477;419;2776;426;8453;76;24;13;616
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;BA;421;17;182;11;243;28;4;2;30
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;BA;18650;1101;6721;1720;13792;1159;133;639;1741
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;BA;1330;41;522;53;1683;133;6;1;110
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;CE;756;174;1131;143;2864;56;15;9;269
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;CE;62;8;67;5;79;16;1;0;14
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;CE;9758;580;3734;605;5585;727;93;213;1255
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;CE;3296;48;547;36;1715;215;5;8;150
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;DF;602;206;1154;155;2664;24;7;7;297
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;DF;67;3;41;3;67;8;0;0;2
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;DF;4437;450;2488;472;4941;228;64;140;306
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;DF;694;18;202;13;486;49;2;1;33
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;ES;687;181;1318;214;4689;14;8;7;239
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;ES;125;9;50;4;84;14;0;0;10
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;ES;7603;418;2821;567;4961;332;31;165;581
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;ES;384;36;407;33;986;62;8;2;37
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;GO;2005;638;3496;468;10043;60;24;13;694
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;GO;281;21;132;15;251;24;2;1;18
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;GO;21758;1476;10219;1844;18601;869;184;587;1769
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;GO;2462;79;1248;83;2721;148;17;9;195
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;MA;181;64;527;71;1461;6;3;3;109
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;MA;12;3;39;2;34;2;0;0;2
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;MA;1991;238;1479;268;2283;110;23;94;239
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;MA;161;14;147;16;461;26;4;1;18
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;MG;4401;1560;10039;1867;35615;182;62;72;2177
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;MG;299;37;343;36;492;28;1;3;27
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;MG;32587;3971;26196;3841;42864;1698;487;1045;4313
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;MG;2823;363;7191;359;12875;424;79;29;1256
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;MS;517;122;712;92;1715;15;8;5;121
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;MS;21;5;20;2;48;3;0;0;1
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;MS;3051;252;1666;185;2311;89;31;54;250
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;MS;86;6;182;7;297;7;0;0;12
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;MT;475;124;898;103;2035;30;8;3;156
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;MT;38;5;49;5;68;6;0;1;0
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;MT;4495;384;2191;341;2826;214;58;103;292
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;MT;119;14;211;16;477;14;2;0;17
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;PA;224;132;1024;124;3106;10;11;8;210
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;PA;20;5;46;1;73;2;0;0;2
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;PA;4178;442;2480;384;3624;125;55;124;324
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;PA;301;37;407;36;1159;43;4;5;25
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;PB;160;62;415;78;1218;7;2;0;113
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;PB;8;2;17;2;24;0;0;0;1
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;PB;715;136;846;141;1338;56;16;39;133
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;PB;119;13;352;25;624;17;0;4;66
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;PE;549;246;1344;285;5369;18;9;10;229
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;PE;50;7;96;10;101;6;1;1;4
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;PE;3043;607;3568;657;5881;202;67;181;473
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;PE;393;38;415;53;1222;43;2;3;58
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;PI;63;18;161;17;494;2;3;1;27
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;PI;9;1;9;1;8;0;0;0;0
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;PI;708;91;678;82;850;69;12;25;105
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;PI;40;6;63;4;144;2;2;0;3
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;PR;6205;1760;10017;1361;29026;413;77;57;2317
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;PR;428;26;309;21;503;12;1;1;7
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;PR;28030;2971;20265;2527;30105;2823;371;668;6051
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;PR;1029;196;4199;154;6626;142;49;13;646
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;RJ;3367;1971;12150;4124;74390;205;94;134;2911
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;RJ;125;23;310;42;568;8;1;3;13
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;RJ;11742;4096;24798;5400;55332;1225;494;1342;3865
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;RJ;1962;478;8360;616;21479;194;84;44;1023
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;RN;143;64;366;82;1132;1;3;2;80
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;RN;20;1;14;2;27;2;0;0;1
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;RN;1127;178;981;203;1736;77;31;58;126
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;RN;137;8;124;18;412;4;1;1;7
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;RO;109;35;194;56;864;0;1;5;29
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;RO;11;1;9;1;8;0;0;0;1
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;RO;289;66;470;88;897;18;8;19;54
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;RO;72;9;138;13;463;4;0;2;3
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;RR;23;18;126;28;535;2;0;3;20
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;RR;6;2;2;3;9;3;1;0;0
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;RR;222;28;257;59;531;0;3;16;36
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;RR;24;1;26;5;153;4;0;0;0
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;RS;1814;685;3138;883;14789;54;23;41;718
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;RS;63;8;129;16;156;4;0;1;4
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;RS;4805;1005;6517;1070;12632;325;132;282;983
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;RS;331;92;2136;92;4654;44;27;9;311
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;SC;1710;630;3029;473;9670;90;28;16;543
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;SC;56;14;127;5;95;10;1;1;2
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;SC;6753;814;5664;734;7192;859;98;251;1150
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;SC;269;58;784;37;1494;29;16;3;58
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;SE;89;17;235;26;531;6;1;1;58
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;SE;17;2;7;0;14;1;0;0;0
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;SE;822;54;479;90;785;66;5;33;115
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;SE;186;4;93;14;405;7;0;2;7
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;SP;20712;8200;44057;10747;196507;925;378;353;9031
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;SP;543;89;1096;114;1781;42;10;10;58
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;SP;44085;12329;73176;12273;127647;3885;1647;3405;9857
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;SP;5562;763;12601;728;24449;816;147;57;1325
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;TO;90;25;211;17;332;4;0;1;39
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;TO;15;0;10;1;22;5;0;0;1
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;TO;1166;95;580;85;732;52;12;32;81
202506;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;TO;60;2;31;4;85;7;0;0;4
202506;00266031;CICAL ADM DE CONS LTDA                                      ;4;AP;0;1;0;0;0;0;0;0;0
202506;00266031;CICAL ADM DE CONS LTDA                                      ;3;BA;0;0;0;1;1;0;0;0;0
202506;00266031;CICAL ADM DE CONS LTDA                                      ;3;DF;1;0;3;0;2;0;0;0;1
202506;00266031;CICAL ADM DE CONS LTDA                                      ;3;GO;314;192;620;193;616;24;20;19;95
202506;00266031;CICAL ADM DE CONS LTDA                                      ;4;GO;208;190;116;309;217;5;9;57;10
202506;00266031;CICAL ADM DE CONS LTDA                                      ;3;MA;0;1;1;0;0;0;0;0;1
202506;00266031;CICAL ADM DE CONS LTDA                                      ;3;MG;3;0;3;0;2;0;0;0;0
202506;00266031;CICAL ADM DE CONS LTDA                                      ;4;MG;0;1;1;0;0;0;1;0;0
202506;00266031;CICAL ADM DE CONS LTDA                                      ;3;MT;0;1;2;1;1;0;0;1;0
202506;00266031;CICAL ADM DE CONS LTDA                                      ;4;MT;1;0;0;0;2;0;0;0;0
202506;00266031;CICAL ADM DE CONS LTDA                                      ;3;PA;0;0;2;1;0;0;0;1;1
202506;00266031;CICAL ADM DE CONS LTDA                                      ;4;PA;0;1;0;0;0;0;0;0;0
202506;00266031;CICAL ADM DE CONS LTDA                                      ;3;SP;0;0;1;1;0;0;0;0;0
202506;00266031;CICAL ADM DE CONS LTDA                                      ;3;TO;1;0;4;1;3;0;0;1;0
202506;00266031;CICAL ADM DE CONS LTDA                                      ;4;TO;1;0;0;2;0;0;0;1;0
202506;00600262;FERRAZ CONSORCIOS                                           ;3;AC;0;2;0;0;0;0;0;0;0
202506;00600262;FERRAZ CONSORCIOS                                           ;3;BA;1;0;0;0;0;0;0;0;0
202506;00600262;FERRAZ CONSORCIOS                                           ;3;DF;243;174;183;98;10;8;13;3;3
202506;00600262;FERRAZ CONSORCIOS                                           ;3;GO;11;9;6;8;0;0;0;0;0
202506;00600262;FERRAZ CONSORCIOS                                           ;3;MG;2;2;1;2;0;0;1;1;0
202506;00600262;FERRAZ CONSORCIOS                                           ;3;PI;1;0;0;0;0;0;0;0;0
202506;00600262;FERRAZ CONSORCIOS                                           ;3;RJ;2;0;0;0;0;0;0;0;0
202506;00600262;FERRAZ CONSORCIOS                                           ;3;SP;1;0;2;0;1;0;0;0;0
202506;00600262;FERRAZ CONSORCIOS                                           ;3;TO;1;3;0;0;0;0;0;0;0
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;AC;28;12;30;6;36;0;0;0;0
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;AC;16;2;10;2;6;0;0;1;0
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;AC;12;3;10;2;3;0;0;2;2
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;AC;0;1;0;2;0;0;0;0;0
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;AL;28;17;41;4;37;0;0;0;3
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;AL;39;4;13;5;2;0;0;1;0
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;AL;50;11;24;7;8;1;0;1;1
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;AL;0;1;0;1;0;0;0;0;0
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;AM;142;56;134;37;167;1;0;0;10
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;AM;68;20;47;14;17;3;1;6;5
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;AM;51;9;35;12;25;2;0;0;6
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;AM;1;3;0;2;0;0;0;0;0
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;AP;13;2;6;2;7;0;0;0;1
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;AP;3;0;3;0;1;0;0;0;1
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;AP;2;0;2;1;4;0;0;1;0
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;BA;103;63;121;29;90;0;2;1;10
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;BA;92;16;30;12;20;4;0;1;5
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;BA;54;17;34;16;20;3;3;1;7
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;BA;9;4;1;5;0;0;1;0;0
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;CE;108;32;74;12;59;3;2;0;5
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;CE;81;23;39;9;14;9;3;4;7
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;CE;50;11;28;10;6;6;1;1;3
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;CE;0;3;1;0;0;0;0;0;0
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;DF;1957;529;1208;114;516;53;15;5;58
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;DF;705;141;318;43;66;27;7;14;22
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;DF;770;191;271;57;50;17;7;7;21
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;DF;31;39;19;22;0;1;2;1;0
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;ES;26;8;28;2;13;1;0;0;1
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;ES;23;5;12;4;3;0;0;1;1
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;ES;12;1;10;1;6;1;0;0;1
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;ES;1;1;0;1;0;0;0;0;0
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;GO;130;72;110;27;72;2;1;0;6
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;GO;91;17;45;15;12;5;2;3;3
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;GO;70;23;72;8;11;6;0;1;11
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;GO;1;6;0;4;0;0;0;0;0
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;MA;27;7;44;3;20;3;0;1;0
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;MA;22;4;21;4;6;0;0;0;3
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;MA;12;4;7;1;6;0;1;0;0
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;MA;0;2;0;1;0;0;0;0;0
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;MG;312;133;281;57;199;8;1;1;15
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;MG;194;54;127;18;43;14;2;0;25
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;MG;225;46;139;17;30;14;1;3;20
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;MG;6;11;5;3;0;0;1;0;0
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;MS;377;159;376;49;191;6;5;1;19
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;MS;175;38;103;12;17;7;3;5;13
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;MS;342;100;201;42;65;12;5;9;16
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;MS;22;11;6;8;0;1;1;3;0
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;MT;55;31;92;13;64;2;5;1;8
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;MT;56;15;27;6;10;3;0;3;4
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;MT;79;13;49;8;7;4;0;2;5
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;MT;10;6;2;0;0;0;0;0;0
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;PA;108;46;152;34;132;0;2;0;5
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;PA;99;32;69;16;30;6;0;6;5
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;PA;47;22;51;12;23;1;0;1;13
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;PA;2;2;1;3;0;0;0;0;0
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;PB;99;36;66;12;62;4;1;0;4
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;PB;49;11;22;2;8;3;0;1;0
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;PB;54;11;34;7;7;4;0;1;4
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;PB;0;1;0;1;0;0;0;0;0
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;PE;130;58;164;35;104;2;2;1;6
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;PE;113;37;48;11;16;2;4;5;9
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;PE;68;29;41;6;15;4;1;1;8
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;PE;11;11;2;1;0;0;1;0;0
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;PI;22;9;30;10;23;3;0;0;1
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;PI;16;8;12;6;2;0;2;0;2
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;PI;12;6;16;2;4;1;0;0;2
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;PI;0;0;1;1;0;0;0;0;0
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;PR;378;140;302;38;170;11;2;2;21
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;PR;175;24;89;6;19;5;0;2;6
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;PR;145;40;81;16;18;6;1;1;17
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;PR;19;6;2;2;0;0;0;0;0
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;RJ;1132;438;755;200;650;24;16;3;58
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;RJ;391;140;292;58;97;16;6;13;37
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;RJ;333;96;274;57;73;22;6;9;47
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;RJ;13;22;6;10;0;2;2;1;0
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;RN;109;39;120;19;80;1;1;0;12
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;RN;75;16;23;9;12;4;1;2;2
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;RN;64;22;34;5;16;0;1;2;4
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;RN;0;1;0;0;0;0;0;0;0
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;RO;40;14;56;10;52;4;1;0;4
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;RO;24;10;23;6;9;0;0;1;2
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;RO;24;7;18;6;5;0;0;2;2
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;RO;3;1;0;0;0;0;0;0;0
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;RR;30;14;55;9;30;1;0;0;8
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;RR;15;3;12;2;3;1;0;1;4
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;RR;19;4;12;3;5;0;0;1;2
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;RR;1;0;0;0;0;0;0;0;0
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;RS;1132;329;714;108;518;42;12;2;38
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;RS;317;72;160;40;46;14;4;11;26
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;RS;692;184;239;88;91;23;6;24;35
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;RS;16;25;7;6;0;0;2;0;0
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;SC;151;45;121;17;78;1;1;0;18
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;SC;49;5;39;5;8;1;0;3;1
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;SC;89;17;38;6;8;3;0;1;5
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;SC;26;4;2;2;0;0;0;0;0
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;SE;35;8;27;2;9;0;0;0;0
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;SE;16;4;5;3;3;0;0;0;0
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;SE;10;0;4;0;3;0;0;0;0
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;SE;3;0;0;1;0;0;0;0;0
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;SP;669;282;520;85;351;28;3;0;35
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;SP;261;81;113;29;38;13;3;10;12
202506;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;SP;197;77;133;29;37;6;5;3;18
