#Data_base;CNPJ_da_Administradora;Nome_da_Administradora;Código_do_segmento;Unidade_da_Federação_do_consorciado;Quantidade_de_consorciados_ativos_contemplados_por_lance;Quantidade_de_consorciados_ativos_contemplados_por_sorteio;Quantidade_de_consorciados_ativos_não_contemplados;Quantidade_de_consorciados_excluídos_contemplados;Quantidade_de_consorciados_excluídos_não_contemplados;Quantidade_de_consorciados_ativos_contemplados_por_lance_no_trimestre;Quantidade_de_consorciados_ativos_contemplados_por_sorteio_no_trimestre;Quantidade_de_consorciados_excluídos_contemplados_no_trimestre;Quantidade_de_adesões_no_trimestre
202506;05652765;CONSORCIO NACIONAL NANUQUE                                  ;4;MT;1;0;0;0;1;0;0;0;0
202506;05652765;CONSORCIO NACIONAL NANUQUE                                  ;3;PB;0;0;0;0;1;0;0;0;0
202506;05652765;CONSORCIO NACIONAL NANUQUE                                  ;3;PE;0;0;0;0;1;0;0;0;0
202506;05652765;CONSORCIO NACIONAL NANUQUE                                  ;4;PE;0;0;0;1;0;0;0;0;0
202506;05652765;CONSORCIO NACIONAL NANUQUE                                  ;4;PI;0;0;0;0;1;0;0;0;0
202506;05652765;CONSORCIO NACIONAL NANUQUE                                  ;3;PR;0;1;0;0;3;0;0;0;0
202506;05652765;CONSORCIO NACIONAL NANUQUE                                  ;3;RJ;0;0;7;1;13;0;0;0;0
202506;05652765;CONSORCIO NACIONAL NANUQUE                                  ;4;RJ;0;0;4;3;8;0;0;0;0
202506;05652765;CONSORCIO NACIONAL NANUQUE                                  ;3;SC;1;1;1;0;2;0;0;0;0
202506;05652765;CONSORCIO NACIONAL NANUQUE                                  ;4;SC;1;0;0;0;4;0;0;0;0
202506;05652765;CONSORCIO NACIONAL NANUQUE                                  ;3;SE;0;0;1;2;11;0;0;0;0
202506;05652765;CONSORCIO NACIONAL NANUQUE                                  ;4;SE;0;0;0;2;9;0;0;1;0
202506;05652765;CONSORCIO NACIONAL NANUQUE                                  ;3;SP;3;3;10;5;15;1;1;1;3
202506;05652765;CONSORCIO NACIONAL NANUQUE                                  ;4;SP;8;10;10;14;21;0;1;2;1
202506;05652765;CONSORCIO NACIONAL NANUQUE                                  ;3;TO;0;0;1;0;1;0;0;0;0
202506;05794450;DESTAQUE ADM. CONS. LTDA                                    ;3;BA;0;0;0;1;0;0;0;0;0
202506;05794450;DESTAQUE ADM. CONS. LTDA                                    ;3;DF;0;0;1;0;0;0;0;0;0
202506;05794450;DESTAQUE ADM. CONS. LTDA                                    ;3;ES;0;0;0;0;1;0;0;0;0
202506;05794450;DESTAQUE ADM. CONS. LTDA                                    ;3;MG;0;0;3;0;3;0;0;0;1
202506;05794450;DESTAQUE ADM. CONS. LTDA                                    ;3;PR;0;0;0;2;0;0;0;0;0
202506;05794450;DESTAQUE ADM. CONS. LTDA                                    ;3;RJ;0;0;1;1;0;0;0;0;0
202506;05794450;DESTAQUE ADM. CONS. LTDA                                    ;3;RS;0;0;0;0;1;0;0;0;0
202506;05794450;DESTAQUE ADM. CONS. LTDA                                    ;3;SP;168;145;601;169;626;23;12;18;189
202506;06043050;BB CONSÓRCIOS                                               ;1;AC;155;17;489;18;695;5;1;1;45
202506;06043050;BB CONSÓRCIOS                                               ;2;AC;467;16;829;18;579;20;2;1;54
202506;06043050;BB CONSÓRCIOS                                               ;3;AC;1527;73;1886;20;1259;96;10;2;299
202506;06043050;BB CONSÓRCIOS                                               ;4;AC;634;53;552;8;895;45;9;0;39
202506;06043050;BB CONSÓRCIOS                                               ;5;AC;150;146;104;10;287;5;33;1;5
202506;06043050;BB CONSÓRCIOS                                               ;6;AC;38;18;0;2;31;0;0;0;0
202506;06043050;BB CONSÓRCIOS                                               ;1;AL;305;31;1271;25;1194;18;0;3;88
202506;06043050;BB CONSÓRCIOS                                               ;2;AL;902;22;1254;20;807;54;1;1;56
202506;06043050;BB CONSÓRCIOS                                               ;3;AL;4664;201;3932;85;2894;290;37;5;582
202506;06043050;BB CONSÓRCIOS                                               ;4;AL;2751;145;720;24;2035;105;15;2;113
202506;06043050;BB CONSÓRCIOS                                               ;5;AL;606;372;142;22;1085;11;26;3;20
202506;06043050;BB CONSÓRCIOS                                               ;6;AL;12;6;0;0;16;0;0;0;0
202506;06043050;BB CONSÓRCIOS                                               ;1;AM;434;33;1574;43;2123;10;3;4;109
202506;06043050;BB CONSÓRCIOS                                               ;2;AM;299;14;920;17;696;28;1;3;62
202506;06043050;BB CONSÓRCIOS                                               ;3;AM;1368;154;2143;49;2417;70;29;7;307
202506;06043050;BB CONSÓRCIOS                                               ;4;AM;389;77;332;23;1621;16;7;2;24
202506;06043050;BB CONSÓRCIOS                                               ;5;AM;410;346;227;38;2152;13;35;5;31
202506;06043050;BB CONSÓRCIOS                                               ;6;AM;21;12;0;0;63;0;0;0;0
202506;06043050;BB CONSÓRCIOS                                               ;1;AP;60;25;880;29;1303;5;2;2;43
202506;06043050;BB CONSÓRCIOS                                               ;2;AP;125;7;299;9;255;1;1;1;22
202506;06043050;BB CONSÓRCIOS                                               ;3;AP;795;64;1136;23;1039;74;9;4;239
202506;06043050;BB CONSÓRCIOS                                               ;4;AP;247;65;177;4;755;8;2;0;9
202506;06043050;BB CONSÓRCIOS                                               ;5;AP;427;459;259;26;1525;8;51;1;21
202506;06043050;BB CONSÓRCIOS                                               ;6;AP;17;13;0;2;46;0;0;0;0
202506;06043050;BB CONSÓRCIOS                                               ;1;BA;3008;248;8264;238;9239;126;13;7;500
202506;06043050;BB CONSÓRCIOS                                               ;2;BA;8352;124;9563;165;5990;457;11;13;563
202506;06043050;BB CONSÓRCIOS                                               ;3;BA;37073;1208;22650;476;19150;2300;191;43;3850
202506;06043050;BB CONSÓRCIOS                                               ;4;BA;15080;640;3359;178;12129;594;66;12;583
202506;06043050;BB CONSÓRCIOS                                               ;5;BA;3556;1557;813;170;9445;76;141;9;109
202506;06043050;BB CONSÓRCIOS                                               ;6;BA;193;44;0;4;286;0;0;0;0
202506;06043050;BB CONSÓRCIOS                                               ;1;CE;995;106;3524;95;4470;52;5;2;180
202506;06043050;BB CONSÓRCIOS                                               ;2;CE;2537;63;4113;73;3039;190;10;7;261
202506;06043050;BB CONSÓRCIOS                                               ;3;CE;14062;734;11973;255;9354;969;138;17;1899
202506;06043050;BB CONSÓRCIOS                                               ;4;CE;5139;638;1936;102;6471;231;76;4;250
202506;06043050;BB CONSÓRCIOS                                               ;5;CE;1623;1493;589;91;4944;25;119;4;56
202506;06043050;BB CONSÓRCIOS                                               ;6;CE;56;24;0;1;67;0;0;0;0
202506;06043050;BB CONSÓRCIOS                                               ;1;DF;3958;201;5764;150;6146;279;9;8;624
202506;06043050;BB CONSÓRCIOS                                               ;2;DF;1944;47;2959;58;1954;242;11;5;278
202506;06043050;BB CONSÓRCIOS                                               ;3;DF;12565;574;9339;194;7305;875;96;17;1679
202506;06043050;BB CONSÓRCIOS                                               ;4;DF;2597;243;753;49;3132;97;27;2;125
202506;06043050;BB CONSÓRCIOS                                               ;5;DF;1908;1645;749;75;4913;43;155;8;51
202506;06043050;BB CONSÓRCIOS                                               ;6;DF;98;22;0;0;133;0;0;0;0
202506;06043050;BB CONSÓRCIOS                                               ;1;ES;1431;96;3426;64;2751;132;4;3;491
202506;06043050;BB CONSÓRCIOS                                               ;2;ES;3637;41;3699;53;1824;271;4;0;354
202506;06043050;BB CONSÓRCIOS                                               ;3;ES;9236;425;6644;101;3792;668;80;5;1176
202506;06043050;BB CONSÓRCIOS                                               ;4;ES;2528;246;865;12;1941;139;25;1;138
202506;06043050;BB CONSÓRCIOS                                               ;5;ES;590;379;206;24;849;10;31;2;31
202506;06043050;BB CONSÓRCIOS                                               ;6;ES;53;13;0;2;21;0;2;0;0
202506;06043050;BB CONSÓRCIOS                                               ;1;GO;3670;257;7540;134;6791;162;11;8;552
202506;06043050;BB CONSÓRCIOS                                               ;2;GO;8400;207;12713;111;5443;736;25;13;930
202506;06043050;BB CONSÓRCIOS                                               ;3;GO;21357;1016;18886;244;9933;1542;176;21;3092
202506;06043050;BB CONSÓRCIOS                                               ;4;GO;6175;763;2701;79;4978;254;80;6;346
202506;06043050;BB CONSÓRCIOS                                               ;5;GO;2288;1496;709;76;4660;39;126;4;65
202506;06043050;BB CONSÓRCIOS                                               ;6;GO;83;19;0;1;90;0;0;0;0
202506;06043050;BB CONSÓRCIOS                                               ;1;MA;1076;103;3264;99;4037;57;5;5;162
202506;06043050;BB CONSÓRCIOS                                               ;2;MA;4047;86;5697;129;4790;267;10;12;291
202506;06043050;BB CONSÓRCIOS                                               ;3;MA;14478;482;9911;202;9768;923;68;19;1788
202506;06043050;BB CONSÓRCIOS                                               ;4;MA;4657;281;1339;40;4432;198;31;0;211
202506;06043050;BB CONSÓRCIOS                                               ;5;MA;1932;934;467;56;2932;52;80;3;72
202506;06043050;BB CONSÓRCIOS                                               ;6;MA;89;16;0;0;64;0;0;0;0
202506;06043050;BB CONSÓRCIOS                                               ;1;MG;14613;750;23391;469;21015;611;26;26;2117
202506;06043050;BB CONSÓRCIOS                                               ;2;MG;14524;234;16544;235;8118;1125;31;23;1402
202506;06043050;BB CONSÓRCIOS                                               ;3;MG;51733;2484;39346;527;22156;3245;403;43;6015
202506;06043050;BB CONSÓRCIOS                                               ;4;MG;15557;1939;6707;150;10098;638;189;8;683
202506;06043050;BB CONSÓRCIOS                                               ;5;MG;4761;2873;1463;110;5162;81;256;11;165
202506;06043050;BB CONSÓRCIOS                                               ;6;MG;424;107;0;2;266;0;2;0;0
202506;06043050;BB CONSÓRCIOS                                               ;1;MS;1837;152;4941;98;4022;98;7;7;264
202506;06043050;BB CONSÓRCIOS                                               ;2;MS;6169;129;7451;62;3155;582;19;7;827
202506;06043050;BB CONSÓRCIOS                                               ;3;MS;9005;657;9887;113;4781;642;114;10;1394
202506;06043050;BB CONSÓRCIOS                                               ;4;MS;1707;321;1207;26;2154;79;29;0;92
202506;06043050;BB CONSÓRCIOS                                               ;5;MS;746;851;617;36;2015;17;94;4;64
202506;06043050;BB CONSÓRCIOS                                               ;6;MS;61;43;0;0;47;0;1;0;0
202506;06043050;BB CONSÓRCIOS                                               ;1;MT;1603;153;5069;108;5081;74;4;5;326
202506;06043050;BB CONSÓRCIOS                                               ;2;MT;5974;155;11659;109;4909;686;15;19;1104
202506;06043050;BB CONSÓRCIOS                                               ;3;MT;15702;891;16163;174;8094;1203;150;21;2472
202506;06043050;BB CONSÓRCIOS                                               ;4;MT;3561;543;2609;47;3648;165;60;2;150
202506;06043050;BB CONSÓRCIOS                                               ;5;MT;925;793;488;26;1707;25;86;2;68
202506;06043050;BB CONSÓRCIOS                                               ;6;MT;70;20;0;0;36;0;1;0;0
202506;06043050;BB CONSÓRCIOS                                               ;1;PA;860;102;3177;91;4207;81;1;6;248
202506;06043050;BB CONSÓRCIOS                                               ;2;PA;2694;76;5242;89;3453;227;10;5;327
202506;06043050;BB CONSÓRCIOS                                               ;3;PA;8927;518;9257;172;7294;684;87;14;1395
202506;06043050;BB CONSÓRCIOS                                               ;4;PA;3513;320;2333;56;4210;230;38;5;230
202506;06043050;BB CONSÓRCIOS                                               ;5;PA;873;581;396;60;2407;24;53;5;63
202506;06043050;BB CONSÓRCIOS                                               ;6;PA;32;7;0;1;60;0;0;0;0
202506;06043050;BB CONSÓRCIOS                                               ;1;PB;998;74;2572;61;2688;33;1;5;133
202506;06043050;BB CONSÓRCIOS                                               ;2;PB;1269;24;1780;27;1341;117;4;1;120
202506;06043050;BB CONSÓRCIOS                                               ;3;PB;7010;301;5316;123;4102;430;46;8;818
202506;06043050;BB CONSÓRCIOS                                               ;4;PB;2844;213;905;51;2720;115;12;5;109
202506;06043050;BB CONSÓRCIOS                                               ;5;PB;1051;876;374;59;2758;14;64;6;22
202506;06043050;BB CONSÓRCIOS                                               ;6;PB;61;22;0;2;87;0;1;0;0
202506;06043050;BB CONSÓRCIOS                                               ;1;PE;1332;126;4252;116;5635;50;3;8;246
202506;06043050;BB CONSÓRCIOS                                               ;2;PE;3532;64;4266;79;3197;219;3;8;179
202506;06043050;BB CONSÓRCIOS                                               ;3;PE;15197;682;10870;235;8907;970;121;22;1877
202506;06043050;BB CONSÓRCIOS                                               ;4;PE;7022;389;1488;89;5830;257;50;5;267
202506;06043050;BB CONSÓRCIOS                                               ;5;PE;1208;680;319;56;2752;25;63;2;50
202506;06043050;BB CONSÓRCIOS                                               ;6;PE;98;34;0;0;144;0;0;0;0
202506;06043050;BB CONSÓRCIOS                                               ;1;PI;490;68;1731;50;1942;32;0;2;106
202506;06043050;BB CONSÓRCIOS                                               ;2;PI;2361;34;2850;53;1895;144;1;3;209
202506;06043050;BB CONSÓRCIOS                                               ;3;PI;10792;329;6484;139;5489;572;64;7;1118
202506;06043050;BB CONSÓRCIOS                                               ;4;PI;3080;187;809;35;2680;109;18;0;121
202506;06043050;BB CONSÓRCIOS                                               ;5;PI;1112;741;307;35;1815;30;71;4;36
202506;06043050;BB CONSÓRCIOS                                               ;6;PI;26;14;0;2;57;0;0;0;0
202506;06043050;BB CONSÓRCIOS                                               ;1;PR;6316;535;14219;277;11230;342;23;20;889
202506;06043050;BB CONSÓRCIOS                                               ;2;PR;11381;301;17400;180;6544;1143;37;12;1265
202506;06043050;BB CONSÓRCIOS                                               ;3;PR;26017;2266;30471;291;12684;1952;413;27;4282
202506;06043050;BB CONSÓRCIOS                                               ;4;PR;6780;1908;5552;100;6778;261;194;6;274
202506;06043050;BB CONSÓRCIOS                                               ;5;PR;4068;4075;2023;99;5308;91;392;6;176
202506;06043050;BB CONSÓRCIOS                                               ;6;PR;220;153;0;3;182;0;3;0;0
202506;06043050;BB CONSÓRCIOS                                               ;1;RJ;4366;328;8187;296;13389;217;7;13;728
202506;06043050;BB CONSÓRCIOS                                               ;2;RJ;2414;50;3919;93;3425;176;7;8;263
202506;06043050;BB CONSÓRCIOS                                               ;3;RJ;11947;973;13963;300;14258;717;153;27;1835
202506;06043050;BB CONSÓRCIOS                                               ;4;RJ;3390;946;2627;123;9408;116;91;6;157
202506;06043050;BB CONSÓRCIOS                                               ;5;RJ;3907;3623;1731;219;11700;72;305;16;147
202506;06043050;BB CONSÓRCIOS                                               ;6;RJ;106;77;0;1;213;0;1;0;0
202506;06043050;BB CONSÓRCIOS                                               ;1;RN;873;70;3314;76;4952;55;2;5;169
202506;06043050;BB CONSÓRCIOS                                               ;2;RN;1652;19;1889;40;1403;113;1;3;132
202506;06043050;BB CONSÓRCIOS                                               ;3;RN;9828;289;5724;123;5175;507;47;16;991
202506;06043050;BB CONSÓRCIOS                                               ;4;RN;6899;221;1058;54;3767;247;26;2;290
202506;06043050;BB CONSÓRCIOS                                               ;5;RN;1082;1030;420;46;2320;24;91;6;39
202506;06043050;BB CONSÓRCIOS                                               ;6;RN;89;21;0;1;113;0;1;0;0
202506;06043050;BB CONSÓRCIOS                                               ;1;RO;629;58;2207;49;2397;20;3;3;175
202506;06043050;BB CONSÓRCIOS                                               ;2;RO;2228;49;4409;62;3016;186;5;10;310
202506;06043050;BB CONSÓRCIOS                                               ;3;RO;4739;176;5280;72;3666;319;21;5;893
202506;06043050;BB CONSÓRCIOS                                               ;4;RO;2332;314;1951;27;3043;124;39;2;125
202506;06043050;BB CONSÓRCIOS                                               ;5;RO;456;257;159;18;680;15;32;0;22
202506;06043050;BB CONSÓRCIOS                                               ;6;RO;51;5;0;1;25;0;0;0;0
202506;06043050;BB CONSÓRCIOS                                               ;1;RR;197;14;792;21;974;1;1;2;34
202506;06043050;BB CONSÓRCIOS                                               ;2;RR;223;9;466;4;225;7;0;0;17
202506;06043050;BB CONSÓRCIOS                                               ;3;RR;1465;42;1159;21;783;94;10;4;222
202506;06043050;BB CONSÓRCIOS                                               ;4;RR;383;22;179;9;494;10;3;1;11
202506;06043050;BB CONSÓRCIOS                                               ;5;RR;244;261;188;24;1071;4;25;1;11
202506;06043050;BB CONSÓRCIOS                                               ;6;RR;2;1;0;0;7;0;0;0;0
202506;06043050;BB CONSÓRCIOS                                               ;1;RS;5936;391;11593;205;7495;264;19;10;789
202506;06043050;BB CONSÓRCIOS                                               ;2;RS;8878;269;14870;129;4693;515;26;8;703
202506;06043050;BB CONSÓRCIOS                                               ;3;RS;22609;1583;24160;188;8841;1504;266;12;3545
202506;06043050;BB CONSÓRCIOS                                               ;4;RS;5645;1127;3700;49;3489;252;96;4;457
202506;06043050;BB CONSÓRCIOS                                               ;5;RS;4113;4476;1938;115;5450;71;397;8;147
202506;06043050;BB CONSÓRCIOS                                               ;6;RS;139;72;0;2;106;0;1;0;0
202506;06043050;BB CONSÓRCIOS                                               ;1;SC;6095;408;12120;201;9064;252;13;11;899
202506;06043050;BB CONSÓRCIOS                                               ;2;SC;7122;156;9979;105;3969;517;18;10;573
202506;06043050;BB CONSÓRCIOS                                               ;3;SC;23535;1477;22095;201;9018;1394;252;14;3155
202506;06043050;BB CONSÓRCIOS                                               ;4;SC;5600;1205;2996;74;4626;190;109;7;186
202506;06043050;BB CONSÓRCIOS                                               ;5;SC;2783;4693;1920;77;5207;68;452;7;142
202506;06043050;BB CONSÓRCIOS                                               ;6;SC;238;98;0;0;188;0;1;0;0
202506;06043050;BB CONSÓRCIOS                                               ;1;SE;291;22;692;22;950;6;0;1;44
202506;06043050;BB CONSÓRCIOS                                               ;2;SE;1116;12;1052;19;571;54;1;1;118
202506;06043050;BB CONSÓRCIOS                                               ;3;SE;4257;154;2580;45;2011;209;32;6;409
202506;06043050;BB CONSÓRCIOS                                               ;4;SE;1488;94;506;23;1419;54;6;1;108
202506;06043050;BB CONSÓRCIOS                                               ;5;SE;452;280;99;16;1068;13;22;1;16
202506;06043050;BB CONSÓRCIOS                                               ;6;SE;20;5;0;0;19;0;0;0;0
202506;06043050;BB CONSÓRCIOS                                               ;1;SP;21855;1769;48381;1076;53729;1019;60;66;3565
202506;06043050;BB CONSÓRCIOS                                               ;2;SP;15294;414;28809;440;16440;1097;51;38;1331
202506;06043050;BB CONSÓRCIOS                                               ;3;SP;66001;5754;84024;1129;46833;4883;983;109;12298
202506;06043050;BB CONSÓRCIOS                                               ;4;SP;16288;4744;14875;431;31833;670;437;29;739
202506;06043050;BB CONSÓRCIOS                                               ;5;SP;19256;30863;16371;924;53822;394;3119;93;898
202506;06043050;BB CONSÓRCIOS                                               ;6;SP;585;517;0;19;1013;0;20;1;0
202506;06043050;BB CONSÓRCIOS                                               ;1;TO;931;55;2246;32;1729;36;1;2;150
202506;06043050;BB CONSÓRCIOS                                               ;2;TO;2420;46;3064;43;1840;221;5;5;298
202506;06043050;BB CONSÓRCIOS                                               ;3;TO;6670;202;4167;77;2750;379;30;6;788
202506;06043050;BB CONSÓRCIOS                                               ;4;TO;1876;82;447;16;1162;53;7;2;68
202506;06043050;BB CONSÓRCIOS                                               ;5;TO;633;398;197;13;724;14;40;2;18
202506;06043050;BB CONSÓRCIOS                                               ;6;TO;32;7;0;1;31;0;0;0;0
202506;06044551;CONSORCIO GAZIN                                             ;1;AC;12;14;185;176;274;2;3;16;31
202506;06044551;CONSORCIO GAZIN                                             ;3;AC;539;90;761;929;442;40;9;59;115
202506;06044551;CONSORCIO GAZIN                                             ;4;AC;661;121;995;1363;876;38;7;78;156
202506;06044551;CONSORCIO GAZIN                                             ;5;AC;168;48;217;392;188;12;16;59;43
202506;06044551;CONSORCIO GAZIN                                             ;6;AC;52;19;26;59;3;1;6;10;9
202506;06044551;CONSORCIO GAZIN                                             ;1;AL;0;0;2;1;5;0;0;0;2
202506;06044551;CONSORCIO GAZIN                                             ;3;AL;5;0;2;4;3;1;0;1;1
202506;06044551;CONSORCIO GAZIN                                             ;4;AL;0;0;1;4;1;0;0;0;0
202506;06044551;CONSORCIO GAZIN                                             ;5;AL;0;0;1;1;0;0;0;0;0
202506;06044551;CONSORCIO GAZIN                                             ;1;AM;0;4;69;135;190;0;0;10;11
202506;06044551;CONSORCIO GAZIN                                             ;3;AM;38;10;110;112;57;5;0;10;39
202506;06044551;CONSORCIO GAZIN                                             ;4;AM;60;11;172;214;134;4;0;18;29
202506;06044551;CONSORCIO GAZIN                                             ;5;AM;28;10;46;86;22;2;5;13;9
202506;06044551;CONSORCIO GAZIN                                             ;6;AM;7;1;5;15;1;0;0;1;4
202506;06044551;CONSORCIO GAZIN                                             ;1;AP;0;1;0;3;3;0;0;0;0
202506;06044551;CONSORCIO GAZIN                                             ;3;AP;2;1;0;12;3;0;1;1;0
202506;06044551;CONSORCIO GAZIN                                             ;4;AP;6;0;3;14;6;0;0;3;0
202506;06044551;CONSORCIO GAZIN                                             ;5;AP;1;0;2;0;1;0;0;0;0
202506;06044551;CONSORCIO GAZIN                                             ;1;BA;3;2;65;38;72;1;0;2;24
202506;06044551;CONSORCIO GAZIN                                             ;3;BA;269;7;270;112;105;39;1;15;111
202506;06044551;CONSORCIO GAZIN                                             ;4;BA;327;8;261;220;219;63;1;18;115
202506;06044551;CONSORCIO GAZIN                                             ;5;BA;96;8;24;64;11;9;2;7;14
202506;06044551;CONSORCIO GAZIN                                             ;6;BA;13;1;0;6;0;0;0;0;0
202506;06044551;CONSORCIO GAZIN                                             ;1;CE;0;0;23;9;10;0;0;1;6
202506;06044551;CONSORCIO GAZIN                                             ;3;CE;26;2;14;8;4;9;0;0;11
202506;06044551;CONSORCIO GAZIN                                             ;4;CE;4;0;2;36;8;0;0;2;0
202506;06044551;CONSORCIO GAZIN                                             ;5;CE;2;0;1;2;2;1;0;0;2
202506;06044551;CONSORCIO GAZIN                                             ;6;CE;0;0;1;0;0;0;0;0;0
202506;06044551;CONSORCIO GAZIN                                             ;1;DF;1;0;4;2;3;0;0;0;0
202506;06044551;CONSORCIO GAZIN                                             ;3;DF;15;3;27;4;0;3;0;0;11
202506;06044551;CONSORCIO GAZIN                                             ;4;DF;9;0;4;0;1;1;0;0;0
202506;06044551;CONSORCIO GAZIN                                             ;5;DF;0;2;0;1;0;0;1;0;0
202506;06044551;CONSORCIO GAZIN                                             ;6;DF;1;1;1;0;0;0;0;0;0
202506;06044551;CONSORCIO GAZIN                                             ;1;ES;0;0;5;70;61;0;0;1;2
202506;06044551;CONSORCIO GAZIN                                             ;3;ES;5;0;11;8;4;0;0;1;11
202506;06044551;CONSORCIO GAZIN                                             ;4;ES;3;0;6;5;6;0;0;0;2
202506;06044551;CONSORCIO GAZIN                                             ;5;ES;5;0;4;1;0;2;0;0;3
202506;06044551;CONSORCIO GAZIN                                             ;6;ES;0;0;1;0;0;0;0;0;1
202506;06044551;CONSORCIO GAZIN                                             ;1;GO;5;6;50;56;118;0;0;7;10
202506;06044551;CONSORCIO GAZIN                                             ;3;GO;326;37;281;263;112;34;7;15;71
202506;06044551;CONSORCIO GAZIN                                             ;4;GO;175;20;155;213;118;13;0;11;38
202506;06044551;CONSORCIO GAZIN                                             ;5;GO;29;9;48;52;18;3;2;11;9
202506;06044551;CONSORCIO GAZIN                                             ;6;GO;12;2;9;18;0;2;0;1;7
202506;06044551;CONSORCIO GAZIN                                             ;1;MA;5;2;140;156;230;1;0;30;34
202506;06044551;CONSORCIO GAZIN                                             ;3;MA;114;7;115;61;62;17;1;6;44
202506;06044551;CONSORCIO GAZIN                                             ;4;MA;63;3;92;61;92;9;0;3;39
202506;06044551;CONSORCIO GAZIN                                             ;5;MA;38;1;7;4;11;7;0;1;6
202506;06044551;CONSORCIO GAZIN                                             ;6;MA;4;0;4;5;0;0;0;0;2
202506;06044551;CONSORCIO GAZIN                                             ;1;MG;27;14;663;421;659;0;2;61;152
202506;06044551;CONSORCIO GAZIN                                             ;3;MG;167;14;159;169;128;14;2;15;27
202506;06044551;CONSORCIO GAZIN                                             ;4;MG;245;8;101;165;150;14;0;13;19
202506;06044551;CONSORCIO GAZIN                                             ;5;MG;32;0;16;4;10;10;0;0;6
202506;06044551;CONSORCIO GAZIN                                             ;6;MG;47;2;4;26;3;2;0;2;2
202506;06044551;CONSORCIO GAZIN                                             ;1;MS;47;39;388;357;518;3;2;23;55
202506;06044551;CONSORCIO GAZIN                                             ;3;MS;1170;221;1430;1575;738;97;29;77;289
202506;06044551;CONSORCIO GAZIN                                             ;4;MS;553;207;1081;1530;908;52;21;80;132
202506;06044551;CONSORCIO GAZIN                                             ;5;MS;286;92;604;485;316;31;35;76;211
202506;06044551;CONSORCIO GAZIN                                             ;6;MS;109;21;41;142;9;3;6;19;12
202506;06044551;CONSORCIO GAZIN                                             ;1;MT;152;104;1445;920;1366;11;8;71;210
202506;06044551;CONSORCIO GAZIN                                             ;3;MT;5106;674;5540;5236;2485;338;88;259;1044
202506;06044551;CONSORCIO GAZIN                                             ;4;MT;2550;485;3154;3772;2346;185;32;192;411
202506;06044551;CONSORCIO GAZIN                                             ;5;MT;372;109;706;483;360;36;47;91;198
202506;06044551;CONSORCIO GAZIN                                             ;6;MT;219;54;159;295;29;8;25;26;53
202506;06044551;CONSORCIO GAZIN                                             ;1;PA;17;22;348;458;653;1;3;37;79
202506;06044551;CONSORCIO GAZIN                                             ;3;PA;462;65;823;800;440;32;11;60;251
202506;06044551;CONSORCIO GAZIN                                             ;4;PA;537;73;1024;1103;900;46;10;63;226
202506;06044551;CONSORCIO GAZIN                                             ;5;PA;503;58;405;395;228;53;27;58;208
202506;06044551;CONSORCIO GAZIN                                             ;6;PA;105;6;52;115;6;4;2;20;23
202506;06044551;CONSORCIO GAZIN                                             ;1;PB;0;0;6;7;1;0;0;1;0
202506;06044551;CONSORCIO GAZIN                                             ;3;PB;3;0;11;0;0;0;0;0;7
202506;06044551;CONSORCIO GAZIN                                             ;4;PB;4;0;0;1;1;0;0;0;0
202506;06044551;CONSORCIO GAZIN                                             ;6;PB;1;1;1;0;0;0;0;0;0
202506;06044551;CONSORCIO GAZIN                                             ;1;PE;0;1;36;12;10;0;1;3;13
202506;06044551;CONSORCIO GAZIN                                             ;3;PE;144;4;92;27;57;37;0;5;42
202506;06044551;CONSORCIO GAZIN                                             ;4;PE;207;4;42;36;55;29;3;9;36
202506;06044551;CONSORCIO GAZIN                                             ;5;PE;19;0;4;6;2;3;0;0;6
202506;06044551;CONSORCIO GAZIN                                             ;6;PE;21;0;1;24;0;1;0;4;1
202506;06044551;CONSORCIO GAZIN                                             ;1;PI;0;0;2;4;7;0;0;1;1
202506;06044551;CONSORCIO GAZIN                                             ;3;PI;8;1;19;6;1;1;1;0;7
202506;06044551;CONSORCIO GAZIN                                             ;4;PI;16;2;17;3;7;3;1;1;5
202506;06044551;CONSORCIO GAZIN                                             ;5;PI;1;0;1;0;0;0;0;0;0
202506;06044551;CONSORCIO GAZIN                                             ;6;PI;0;0;0;2;0;0;0;0;0
202506;06044551;CONSORCIO GAZIN                                             ;1;PR;87;42;410;210;250;3;2;22;84
202506;06044551;CONSORCIO GAZIN                                             ;3;PR;1200;119;937;605;241;80;20;41;224
202506;06044551;CONSORCIO GAZIN                                             ;4;PR;1106;86;557;464;281;94;7;17;134
202506;06044551;CONSORCIO GAZIN                                             ;5;PR;207;13;78;41;16;26;7;6;53
202506;06044551;CONSORCIO GAZIN                                             ;6;PR;64;7;36;51;3;5;1;9;12
202506;06044551;CONSORCIO GAZIN                                             ;1;RJ;0;0;21;21;14;0;0;5;10
202506;06044551;CONSORCIO GAZIN                                             ;3;RJ;7;1;14;6;4;2;0;0;7
202506;06044551;CONSORCIO GAZIN                                             ;4;RJ;5;0;5;4;2;0;0;0;1
202506;06044551;CONSORCIO GAZIN                                             ;5;RJ;3;1;0;0;2;0;0;0;0
202506;06044551;CONSORCIO GAZIN                                             ;6;RJ;0;0;1;0;0;0;0;0;1
202506;06044551;CONSORCIO GAZIN                                             ;1;RN;0;0;2;0;1;0;0;0;0
202506;06044551;CONSORCIO GAZIN                                             ;3;RN;0;1;2;3;2;0;0;1;1
